root,type,domain,rank_I,rank_II,rank_III,rank_IV,rank_V,rank_VI,rank_VII,rank_VIII,rank_IX,rank_X,rank_XI
root,Main genome,Eukaryota,Amorphea,Amoebozoa,Lobosa,Tubulinea,Nolandida,Nolandellidae,Nolandella,Nolandella_unclassified,Nolandella_unclassified,Nolandella_unclassified,Nolandella_unclassified
root,Main genome,Eukaryota,SAR,Alveolata,Apicomplexa,Gregarinomorphea,Gregarines GRE5,Gregarines GRE5 X,Gregarines GRE5 XX,Gregarines GRE5 XX_unclassified,Gregarines GRE5 XX_unclassified,Gregarines GRE5 XX_unclassified,Gregarines GRE5 XX_unclassified
root,Main genome,Eukaryota,Amorphea,Metazoa,Mollusca,Gastropoda,Heterobranchia,Euthyneura family incertae sedis,Euthyneura,Nudibranchia,Fionidae,Eubranchus,Eubranchus_unclassified
root,Main genome,Eukaryota,Amorphea,Metazoa,Arthropoda,Maxillopoda,Calanoida,Calanoida_unclassified,Calanoida_unclassified,Calanoida_unclassified,Calanoida_unclassified,Calanoida_unclassified,Calanoida_unclassified
root,Main genome,Eukaryota,Amorphea,Metazoa,Arthropoda,Maxillopoda,Calanoida,Acartiidae,Acartia,Acartia_unclassified,Acartia_unclassified,Acartia_unclassified,Acartia_unclassified
root,Main genome,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
root,Main genome,Eukaryota,SAR,Alveolata,Apicomplexa,Gregarinomorphea,Gregarinomorphea_unclassified,Gregarinomorphea_unclassified,Gregarinomorphea_unclassified,Gregarinomorphea_unclassified,Gregarinomorphea_unclassified,Gregarinomorphea_unclassified,Gregarinomorphea_unclassified
root,Main genome,Eukaryota,SAR,Rhizaria,Cercozoa,Filosa-Thecofilosea,Filosa-Thecofilosea_unclassified,Filosa-Thecofilosea_unclassified,Filosa-Thecofilosea_unclassified,Filosa-Thecofilosea_unclassified,Filosa-Thecofilosea_unclassified,Filosa-Thecofilosea_unclassified,Filosa-Thecofilosea_unclassified
root,Main genome,Eukaryota,SAR,Rhizaria,Cercozoa,Cercozoa_unclassified,Cercozoa_unclassified,Cercozoa_unclassified,Cercozoa_unclassified,Cercozoa_unclassified,Cercozoa_unclassified,Cercozoa_unclassified,Cercozoa_unclassified
root,Main genome,Eukaryota,Amorphea,Metazoa,Arthropoda,Maxillopoda,Calanoida,Acartiidae,Acartiidae_unclassified,Acartiidae_unclassified,Acartiidae_unclassified,Acartiidae_unclassified,Acartiidae_unclassified
root,Main genome,Eukaryota,SAR,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_unclassified,Bacillariophyta_unclassified,Bacillariophyta_unclassified,Bacillariophyta_unclassified,Bacillariophyta_unclassified,Bacillariophyta_unclassified,Bacillariophyta_unclassified
root,Main genome,Eukaryota,Amorphea,Metazoa,Platyhelminthes,Rhabditophora,Rhabdocoela,Rhabdocoela_unclassified,Rhabdocoela_unclassified,Rhabdocoela_unclassified,Rhabdocoela_unclassified,Rhabdocoela_unclassified,Rhabdocoela_unclassified
root,Main genome,Eukaryota,SAR,Alveolata,Apicomplexa,Gregarinomorphea,Gregarinomorphea_unclassified,Gregarinomorphea_unclassified,Gregarinomorphea_unclassified,Gregarinomorphea_unclassified,Gregarinomorphea_unclassified,Gregarinomorphea_unclassified,Gregarinomorphea_unclassified
root,Main genome,Eukaryota,SAR,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_unclassified,Bacillariophyta_unclassified,Bacillariophyta_unclassified,Bacillariophyta_unclassified,Bacillariophyta_unclassified,Bacillariophyta_unclassified,Bacillariophyta_unclassified
root,Main genome,Eukaryota,SAR,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_unclassified,Bacillariophyta_unclassified,Bacillariophyta_unclassified,Bacillariophyta_unclassified,Bacillariophyta_unclassified,Bacillariophyta_unclassified,Bacillariophyta_unclassified
root,Main genome,Eukaryota,Amorphea,Metazoa,Mollusca,Gastropoda,Caenogastropoda,Hydrobiidae,Peringia,Peringia ulvae,Peringia ulvae_unclassified,Peringia ulvae_unclassified,Peringia ulvae_unclassified
root,Main genome,Eukaryota,Amorphea,Metazoa,Annelida,Polychaeta,Spionida,Spionidae,Spionidae_unclassified,Spionidae_unclassified,Spionidae_unclassified,Spionidae_unclassified,Spionidae_unclassified
root,Main genome,Eukaryota,Hacrobia,Telonemia,Telonemia X,Telonemia XX,Telonemia-Group-1,Telonemia-Group-1_unclassified,Telonemia-Group-1_unclassified,Telonemia-Group-1_unclassified,Telonemia-Group-1_unclassified,Telonemia-Group-1_unclassified,Telonemia-Group-1_unclassified
root,Main genome,Eukaryota,SAR,Alveolata,Ciliophora,Spirotrichea,Choreotrichida,Strobilidiidae I,Pelagostrobilidium,Pelagostrobilidium neptuni,Pelagostrobilidium neptuni_unclassified,Pelagostrobilidium neptuni_unclassified,Pelagostrobilidium neptuni_unclassified
root,Main genome,Eukaryota,SAR,Stramenopiles,Pseudofungi,Oomycota,Oomycota_unclassified,Oomycota_unclassified,Oomycota_unclassified,Oomycota_unclassified,Oomycota_unclassified,Oomycota_unclassified,Oomycota_unclassified
root,Main genome,Eukaryota,Amorphea,Metazoa,Annelida,Oligochaeta,Haplotaxida,Enchytraeidae,Enchytraeidae_unclassified,Enchytraeidae_unclassified,Enchytraeidae_unclassified,Enchytraeidae_unclassified,Enchytraeidae_unclassified
root,Main genome,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_unclassified,Chlamydomonadales_unclassified,Chlamydomonadales_unclassified,Chlamydomonadales_unclassified,Chlamydomonadales_unclassified,Chlamydomonadales_unclassified
root,Main genome,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
root,Main genome,Eukaryota,SAR,Stramenopiles,Sagenista,MAST-6,MAST-6 X,MAST-6 XX,MAST-6 XXX,MAST-6 XXX sp.,MAST-6 XXX sp._unclassified,MAST-6 XXX sp._unclassified,MAST-6 XXX sp._unclassified
root,Main genome,Eukaryota,Amorphea,Metazoa,Bryozoa,Gymnolaemata,Cheilostomatida,Cheilostomatida_unclassified,Cheilostomatida_unclassified,Cheilostomatida_unclassified,Cheilostomatida_unclassified,Cheilostomatida_unclassified,Cheilostomatida_unclassified
root,Main genome,Eukaryota,Amorphea,Metazoa,Mollusca,Bivalvia,Veneroida,Cardiidae,Cardiidae_unclassified,Cardiidae_unclassified,Cardiidae_unclassified,Cardiidae_unclassified,Cardiidae_unclassified
root,Main genome,Eukaryota,SAR,Stramenopiles,Ochrophyta,Ochrophyta_unclassified,Ochrophyta_unclassified,Ochrophyta_unclassified,Ochrophyta_unclassified,Ochrophyta_unclassified,Ochrophyta_unclassified,Ochrophyta_unclassified,Ochrophyta_unclassified
root,Main genome,Eukaryota,Amorphea,Metazoa,Annelida,Polychaeta,Sabellida,Serpulidae,Spirorbis,Spirorbis_unclassified,Spirorbis_unclassified,Spirorbis_unclassified,Spirorbis_unclassified
root,Main genome,Eukaryota,Amorphea,Metazoa,Nemertea,Anopla,Palaeonemertea,Cephalothricidae,Cephalothrix,Cephalothrix filiformis,Cephalothrix filiformis_unclassified,Cephalothrix filiformis_unclassified,Cephalothrix filiformis_unclassified
root,Main genome,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyta,Chlorophyta_unclassified,Chlorophyta_unclassified,Chlorophyta_unclassified,Chlorophyta_unclassified,Chlorophyta_unclassified,Chlorophyta_unclassified,Chlorophyta_unclassified,Chlorophyta_unclassified
root,Main genome,Eukaryota,SAR,Rhizaria,Cercozoa,Filosa-Thecofilosea,Cryomonadida,Protaspa-lineage,Protaspa-lineage X,Protaspa-lineage X sp.,Protaspa-lineage X sp._unclassified,Protaspa-lineage X sp._unclassified,Protaspa-lineage X sp._unclassified
root,Main genome,Eukaryota,SAR,Stramenopiles,Pseudofungi,Oomycota,Oomycota_unclassified,Oomycota_unclassified,Oomycota_unclassified,Oomycota_unclassified,Oomycota_unclassified,Oomycota_unclassified,Oomycota_unclassified
root,Main genome,Eukaryota,Amorphea,Metazoa,Nematoda,Chromadorea,Chromadorida,Chromadoridae,Chromadoridae_unclassified,Chromadoridae_unclassified,Chromadoridae_unclassified,Chromadoridae_unclassified,Chromadoridae_unclassified
root,Main genome,Eukaryota,Amorphea,Fungi,Zoopagomycota,Zoopagomycota_unclassified,Zoopagomycota_unclassified,Zoopagomycota_unclassified,Zoopagomycota_unclassified,Zoopagomycota_unclassified,Zoopagomycota_unclassified,Zoopagomycota_unclassified,Zoopagomycota_unclassified
root,Main genome,Eukaryota,Amorphea,Metazoa,Nematoda,Chromadorea,Chromadorida,Cyatholaimidae,Cyatholaimidae_unclassified,Cyatholaimidae_unclassified,Cyatholaimidae_unclassified,Cyatholaimidae_unclassified,Cyatholaimidae_unclassified
root,Main genome,Eukaryota,Amorphea,Metazoa,Arthropoda,Maxillopoda,Harpacticoida,Harpacticoida_unclassified,Harpacticoida_unclassified,Harpacticoida_unclassified,Harpacticoida_unclassified,Harpacticoida_unclassified,Harpacticoida_unclassified
root,Main genome,Eukaryota,SAR,Alveolata,Ciliophora,Litostomatea,Pleurostomatida,Litonotus family incertae sedis,Litonotus,Litonotus_unclassified,Litonotus_unclassified,Litonotus_unclassified,Litonotus_unclassified
root,Main genome,Eukaryota,SAR,Alveolata,Ciliophora,Spirotrichea,Oxytrichidae,Oxytrichidae_unclassified,Oxytrichidae_unclassified,Oxytrichidae_unclassified,Oxytrichidae_unclassified,Oxytrichidae_unclassified,Oxytrichidae_unclassified
root,Main genome,Eukaryota,Amorphea,Metazoa,Arthropoda,Maxillopoda,Calanoida,Acartiidae,Acartiidae_unclassified,Acartiidae_unclassified,Acartiidae_unclassified,Acartiidae_unclassified,Acartiidae_unclassified
root,Main genome,Eukaryota,SAR,Stramenopiles,Ochrophyta,Chrysophyceae,Chrysophyceae X,Chrysophyceae X_unclassified,Chrysophyceae X_unclassified,Chrysophyceae X_unclassified,Chrysophyceae X_unclassified,Chrysophyceae X_unclassified,Chrysophyceae X_unclassified
root,Main genome,Eukaryota,Amorphea,Metazoa,Arthropoda,Maxillopoda,Calanoida,Calanoida_unclassified,Calanoida_unclassified,Calanoida_unclassified,Calanoida_unclassified,Calanoida_unclassified,Calanoida_unclassified
root,Main genome,Eukaryota,Archaeplastida,Chloroplastida,Embryophyta,Liliopsida,Zosteraceae order incertae sedis,Zosteraceae,Zosteraceae_unclassified,Zosteraceae_unclassified,Zosteraceae_unclassified,Zosteraceae_unclassified,Zosteraceae_unclassified
root,Main genome,Eukaryota,SAR,Stramenopiles,Ochrophyta,Ochrophyta_unclassified,Ochrophyta_unclassified,Ochrophyta_unclassified,Ochrophyta_unclassified,Ochrophyta_unclassified,Ochrophyta_unclassified,Ochrophyta_unclassified,Ochrophyta_unclassified
root,Main genome,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyta,Chlorodendrophyceae,Chlorodendrales,Chlorodendraceae,Chlorodendraceae_unclassified,Chlorodendraceae_unclassified,Chlorodendraceae_unclassified,Chlorodendraceae_unclassified,Chlorodendraceae_unclassified
root,Main genome,Eukaryota,Amorphea,Metazoa,Nematoda,Chromadorea,Desmodorida,Microlaimidae,Calomicrolaimus,Calomicrolaimus parahonestus,Calomicrolaimus parahonestus_unclassified,Calomicrolaimus parahonestus_unclassified,Calomicrolaimus parahonestus_unclassified
root,Main genome,Eukaryota,SAR,Stramenopiles,Ochrophyta,Ochrophyta_unclassified,Ochrophyta_unclassified,Ochrophyta_unclassified,Ochrophyta_unclassified,Ochrophyta_unclassified,Ochrophyta_unclassified,Ochrophyta_unclassified,Ochrophyta_unclassified
root,Main genome,Eukaryota,Amorphea,Metazoa,Mollusca,Bivalvia,Veneroida,Cardiidae,Cerastoderma,Cerastoderma_unclassified,Cerastoderma_unclassified,Cerastoderma_unclassified,Cerastoderma_unclassified
root,Main genome,Eukaryota,Amorphea,Metazoa,Arthropoda,Maxillopoda,Calanoida,Calanoida_unclassified,Calanoida_unclassified,Calanoida_unclassified,Calanoida_unclassified,Calanoida_unclassified,Calanoida_unclassified
root,Main genome,Eukaryota,SAR,Alveolata,Ciliophora,Spirotrichea,Euplotia,Euplotidae,Euplotes,Euplotes_unclassified,Euplotes_unclassified,Euplotes_unclassified,Euplotes_unclassified
root,Main genome,Eukaryota,Amorphea,Metazoa,Platyhelminthes,Rhabditophora,Rhabditophora_unclassified,Rhabditophora_unclassified,Rhabditophora_unclassified,Rhabditophora_unclassified,Rhabditophora_unclassified,Rhabditophora_unclassified,Rhabditophora_unclassified
root,Main genome,Eukaryota,Excavata,Discoba,Diplonemea,Diplonemea_unclassified,Diplonemea_unclassified,Diplonemea_unclassified,Diplonemea_unclassified,Diplonemea_unclassified,Diplonemea_unclassified,Diplonemea_unclassified,Diplonemea_unclassified
root,Main genome,Eukaryota,SAR,Alveolata,Dinoflagellata,Dinoflagellata_unclassified,Dinoflagellata_unclassified,Dinoflagellata_unclassified,Dinoflagellata_unclassified,Dinoflagellata_unclassified,Dinoflagellata_unclassified,Dinoflagellata_unclassified,Dinoflagellata_unclassified
root,Main genome,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyta,Ulvophyceae,Ulotrichales,Ulotrichales X,Ulotrichales X_unclassified,Ulotrichales X_unclassified,Ulotrichales X_unclassified,Ulotrichales X_unclassified,Ulotrichales X_unclassified
root,Main genome,Eukaryota,SAR,Stramenopiles,Ochrophyta,Bacillariophyta,Araphid-pennate,Araphid-pennate_unclassified,Araphid-pennate_unclassified,Araphid-pennate_unclassified,Araphid-pennate_unclassified,Araphid-pennate_unclassified,Araphid-pennate_unclassified
root,Main genome,Eukaryota,SAR,Stramenopiles,Ochrophyta,Chrysophyceae,Chrysophyceae X,Chrysophyceae Clade-C,Chrysophyceae Clade-C X,Chrysophyceae Clade-C X sp.,Chrysophyceae Clade-C X sp._unclassified,Chrysophyceae Clade-C X sp._unclassified,Chrysophyceae Clade-C X sp._unclassified
root,Main genome,Eukaryota,SAR,Rhizaria,Cercozoa,Filosa-Thecofilosea,Filosa-Thecofilosea X,Mataza-lineage,Mataza-lineage X,Mataza-lineage X sp.,Mataza-lineage X sp._unclassified,Mataza-lineage X sp._unclassified,Mataza-lineage X sp._unclassified
root,Main genome,Eukaryota,Archaeplastida,Chloroplastida,Embryophyta,Liliopsida,Zosteraceae order incertae sedis,Zosteraceae,Zosteraceae_unclassified,Zosteraceae_unclassified,Zosteraceae_unclassified,Zosteraceae_unclassified,Zosteraceae_unclassified
root,Main genome,Eukaryota,Amorphea,Metazoa,Cnidaria,Anthozoa,Anthozoa_unclassified,Anthozoa_unclassified,Anthozoa_unclassified,Anthozoa_unclassified,Anthozoa_unclassified,Anthozoa_unclassified,Anthozoa_unclassified
root,Main genome,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Mantoniella,Mantoniella_unclassified,Mantoniella_unclassified,Mantoniella_unclassified,Mantoniella_unclassified
root,Main genome,Eukaryota,Amorphea,Metazoa,Nematoda,Chromadorea,Chromadorida,Chromadorida_unclassified,Chromadorida_unclassified,Chromadorida_unclassified,Chromadorida_unclassified,Chromadorida_unclassified,Chromadorida_unclassified
root,Main genome,Eukaryota,SAR,Alveolata,Dinoflagellata,Syndiniales class incertae sedis,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-46,Dino-Group-II-Clade-46 X,Dino-Group-II-Clade-46 X_unclassified,Dino-Group-II-Clade-46 X_unclassified,Dino-Group-II-Clade-46 X_unclassified
root,Main genome,Eukaryota,SAR,Stramenopiles,Ochrophyta,Chrysophyceae,Chrysophyceae X,Chrysophyceae X_unclassified,Chrysophyceae X_unclassified,Chrysophyceae X_unclassified,Chrysophyceae X_unclassified,Chrysophyceae X_unclassified,Chrysophyceae X_unclassified
root,Main genome,Eukaryota,Amorphea,Choanoflagellida,Choanoflagellida (phylum),Choanoflagellatea,Choanoflagellatea_unclassified,Choanoflagellatea_unclassified,Choanoflagellatea_unclassified,Choanoflagellatea_unclassified,Choanoflagellatea_unclassified,Choanoflagellatea_unclassified,Choanoflagellatea_unclassified
root,Main genome,Eukaryota,Amorphea,Metazoa,Nematoda,Chromadorea,Chromadorida,Chromadoridae,unclassified Chromadoridae,unclassified Chromadoridae_unclassified,unclassified Chromadoridae_unclassified,unclassified Chromadoridae_unclassified,unclassified Chromadoridae_unclassified
root,Main genome,Eukaryota,SAR,Alveolata,Ciliophora,Spirotrichea,Spirotrichea_unclassified,Spirotrichea_unclassified,Spirotrichea_unclassified,Spirotrichea_unclassified,Spirotrichea_unclassified,Spirotrichea_unclassified,Spirotrichea_unclassified
root,Main genome,Eukaryota,SAR,Stramenopiles,Ochrophyta,Bolidophyceae,Parmales,Parmales env 2,Parmales env 2 X,Parmales env 2 X sp.,Parmales env 2 X sp._unclassified,Parmales env 2 X sp._unclassified,Parmales env 2 X sp._unclassified
root,Main genome,Eukaryota,SAR,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_unclassified,Bacillariophyta_unclassified,Bacillariophyta_unclassified,Bacillariophyta_unclassified,Bacillariophyta_unclassified,Bacillariophyta_unclassified,Bacillariophyta_unclassified
root,Main genome,Eukaryota,Archaeplastida,Chloroplastida,Chloroplastida_unclassified,Chloroplastida_unclassified,Chloroplastida_unclassified,Chloroplastida_unclassified,Chloroplastida_unclassified,Chloroplastida_unclassified,Chloroplastida_unclassified,Chloroplastida_unclassified,Chloroplastida_unclassified
root,Main genome,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
root,Main genome,Eukaryota,SAR,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_unclassified,Bacillariophyta_unclassified,Bacillariophyta_unclassified,Bacillariophyta_unclassified,Bacillariophyta_unclassified,Bacillariophyta_unclassified,Bacillariophyta_unclassified
root,Main genome,Eukaryota,Amorphea,Metazoa,Arthropoda,Ostracoda,Podocopida,Podocopida_unclassified,Podocopida_unclassified,Podocopida_unclassified,Podocopida_unclassified,Podocopida_unclassified,Podocopida_unclassified
root,Main genome,Eukaryota,Archaeplastida,Chloroplastida,Embryophyta,Liliopsida,Zosteraceae order incertae sedis,Zosteraceae order incertae sedis_unclassified,Zosteraceae order incertae sedis_unclassified,Zosteraceae order incertae sedis_unclassified,Zosteraceae order incertae sedis_unclassified,Zosteraceae order incertae sedis_unclassified,Zosteraceae order incertae sedis_unclassified
root,Main genome,Eukaryota,SAR,Stramenopiles,Ochrophyta,Dictyochophyceae,Pedinellales,Pedinellales X,Pedinellales X sp.,Pedinellales X sp._unclassified,Pedinellales X sp._unclassified,Pedinellales X sp._unclassified,Pedinellales X sp._unclassified
root,Main genome,Eukaryota,Amorphea,Metazoa,Arthropoda,Maxillopoda,Harpacticoida,Dactylopusiidae,Dactylopusia,Dactylopusia_unclassified,Dactylopusia_unclassified,Dactylopusia_unclassified,Dactylopusia_unclassified
root,Main genome,Eukaryota,SAR,Stramenopiles,Ochrophyta,Bacillariophyta,Araphid-pennate,Araphid-pennate_unclassified,Araphid-pennate_unclassified,Araphid-pennate_unclassified,Araphid-pennate_unclassified,Araphid-pennate_unclassified,Araphid-pennate_unclassified
root,Main genome,Eukaryota,Amorphea,Metazoa,Nematoda,Chromadorea,Ascaridida,Ascaridida_unclassified,Ascaridida_unclassified,Ascaridida_unclassified,Ascaridida_unclassified,Ascaridida_unclassified,Ascaridida_unclassified
root,Main genome,Eukaryota,Archaeplastida,Chloroplastida,Embryophyta,Liliopsida,Zosteraceae order incertae sedis,Zosteraceae,Zosteraceae_unclassified,Zosteraceae_unclassified,Zosteraceae_unclassified,Zosteraceae_unclassified,Zosteraceae_unclassified
root,Main genome,Eukaryota,Amorphea,Fungi,Cryptomycota,Cryptomycota_unclassified,Cryptomycota_unclassified,Cryptomycota_unclassified,Cryptomycota_unclassified,Cryptomycota_unclassified,Cryptomycota_unclassified,Cryptomycota_unclassified,Cryptomycota_unclassified
root,Main genome,Eukaryota,Amorphea,Metazoa,Metazoa_unclassified,Metazoa_unclassified,Metazoa_unclassified,Metazoa_unclassified,Metazoa_unclassified,Metazoa_unclassified,Metazoa_unclassified,Metazoa_unclassified,Metazoa_unclassified
root,Main genome,Eukaryota,Archaeplastida,Chloroplastida,Embryophyta,Liliopsida,Zosteraceae order incertae sedis,Zosteraceae,Zosteraceae_unclassified,Zosteraceae_unclassified,Zosteraceae_unclassified,Zosteraceae_unclassified,Zosteraceae_unclassified
root,Main genome,Eukaryota,SAR,Rhizaria,Cercozoa,Cercozoa X,Cercozoa XX,Cercozoa XXX,Cercozoa XXXX,Cercozoa XXXX sp.,Cercozoa XXXX sp._unclassified,Cercozoa XXXX sp._unclassified,Cercozoa XXXX sp._unclassified
root,Main genome,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
root,Main genome,Eukaryota,SAR,Stramenopiles,Ochrophyta,Chrysophyceae,Chrysophyceae X,Chrysophyceae XX,Chrysophyceae XXX,Chrysophyceae XXX sp.,Chrysophyceae XXX sp._unclassified,Chrysophyceae XXX sp._unclassified,Chrysophyceae XXX sp._unclassified
root,Main genome,Eukaryota,Archaeplastida,Chloroplastida,Embryophyta,Liliopsida,Zosteraceae order incertae sedis,Zosteraceae,Zosteraceae_unclassified,Zosteraceae_unclassified,Zosteraceae_unclassified,Zosteraceae_unclassified,Zosteraceae_unclassified
root,Main genome,Eukaryota,SAR,Rhizaria,Cercozoa,Cercozoa_unclassified,Cercozoa_unclassified,Cercozoa_unclassified,Cercozoa_unclassified,Cercozoa_unclassified,Cercozoa_unclassified,Cercozoa_unclassified,Cercozoa_unclassified
root,Main genome,Eukaryota,SAR,Alveolata,Ciliophora,Spirotrichea,Oxytrichidae,Oxytrichidae_unclassified,Oxytrichidae_unclassified,Oxytrichidae_unclassified,Oxytrichidae_unclassified,Oxytrichidae_unclassified,Oxytrichidae_unclassified
root,Main genome,Eukaryota,SAR,Stramenopiles,Sagenista,Labyrinthulomycetes,Labyrinthulales,Labyrinthulales_unclassified,Labyrinthulales_unclassified,Labyrinthulales_unclassified,Labyrinthulales_unclassified,Labyrinthulales_unclassified,Labyrinthulales_unclassified
root,Main genome,Eukaryota,Amorphea,Metazoa,Mollusca,Bivalvia,Veneroida,Montacutidae,Koreamya,Koreamya_unclassified,Koreamya_unclassified,Koreamya_unclassified,Koreamya_unclassified
root,Main genome,Eukaryota,SAR,Alveolata,Ciliophora,Spirotrichea,Choreotrichida,Strobilidiidae A,Rimostrombidium A,Rimostrombidium A sp.,Rimostrombidium A sp._unclassified,Rimostrombidium A sp._unclassified,Rimostrombidium A sp._unclassified
root,Main genome,Eukaryota,SAR,Rhizaria,Cercozoa,Filosa-Thecofilosea,Ebriida,TAGIRI1-lineage,TAGIRI1-lineage_unclassified,TAGIRI1-lineage_unclassified,TAGIRI1-lineage_unclassified,TAGIRI1-lineage_unclassified,TAGIRI1-lineage_unclassified
root,Main genome,Eukaryota,SAR,Alveolata,Ciliophora,Litostomatea,Pleurostomatida,Pleurostomatida_unclassified,Pleurostomatida_unclassified,Pleurostomatida_unclassified,Pleurostomatida_unclassified,Pleurostomatida_unclassified,Pleurostomatida_unclassified
root,Main genome,Eukaryota,SAR,Stramenopiles,Ochrophyta,Ochrophyta_unclassified,Ochrophyta_unclassified,Ochrophyta_unclassified,Ochrophyta_unclassified,Ochrophyta_unclassified,Ochrophyta_unclassified,Ochrophyta_unclassified,Ochrophyta_unclassified
root,Main genome,Eukaryota,Amorphea,Metazoa,Metazoa_unclassified,Metazoa_unclassified,Metazoa_unclassified,Metazoa_unclassified,Metazoa_unclassified,Metazoa_unclassified,Metazoa_unclassified,Metazoa_unclassified,Metazoa_unclassified
root,Main genome,Eukaryota,SAR,Alveolata,Ciliophora,Oligohymenophorea,Philasterida,Philasterida_unclassified,Philasterida_unclassified,Philasterida_unclassified,Philasterida_unclassified,Philasterida_unclassified,Philasterida_unclassified
root,Main genome,Eukaryota,Amorphea,Metazoa,Arthropoda,Maxillopoda,Calanoida,Calanoida_unclassified,Calanoida_unclassified,Calanoida_unclassified,Calanoida_unclassified,Calanoida_unclassified,Calanoida_unclassified
root,Main genome,Eukaryota,Amorphea,Choanoflagellida,Choanoflagellida (phylum),Choanoflagellatea,Acanthoecida,Stephanoecidae Group H,Stephanoecidae Group H_unclassified,Stephanoecidae Group H_unclassified,Stephanoecidae Group H_unclassified,Stephanoecidae Group H_unclassified,Stephanoecidae Group H_unclassified
root,Main genome,Eukaryota,SAR,Alveolata,Apicomplexa,Gregarinomorphea,Eugregarinorida,Eugregarinorida_unclassified,Eugregarinorida_unclassified,Eugregarinorida_unclassified,Eugregarinorida_unclassified,Eugregarinorida_unclassified,Eugregarinorida_unclassified
root,Main genome,Eukaryota,Hacrobia,Centroheliozoa,Centroheliozoa X,Pterocystida,Pterocystida X,Pterocystida XX,Pterocystida XX sp.,Pterocystida XX sp._unclassified,Pterocystida XX sp._unclassified,Pterocystida XX sp._unclassified,Pterocystida XX sp._unclassified
root,Main genome,Eukaryota,SAR,Alveolata,Ciliophora,Spirotrichea,Euplotia,Aspidiscidae,Aspidisca,Aspidisca_unclassified,Aspidisca_unclassified,Aspidisca_unclassified,Aspidisca_unclassified
root,Main genome,Eukaryota,SAR,Alveolata,Dinoflagellata,Syndiniales class incertae sedis,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-1,Dino-Group-I-Clade-1 X,Dino-Group-I-Clade-1 X sp.,Dino-Group-I-Clade-1 X sp._unclassified,Dino-Group-I-Clade-1 X sp._unclassified
root,Main genome,Eukaryota,Amorphea,Amoebozoa,Lobosa,Tubulinea,Tubulinea_unclassified,Tubulinea_unclassified,Tubulinea_unclassified,Tubulinea_unclassified,Tubulinea_unclassified,Tubulinea_unclassified,Tubulinea_unclassified
root,Main genome,Eukaryota,SAR,Stramenopiles,Ochrophyta,Bacillariophyta,Polar-centric-Mediophyceae,Thalassiosira,Thalassiosira oceanica genus incertae sedis,Thalassiosira oceanica,Thalassiosira oceanica_unclassified,Thalassiosira oceanica_unclassified,Thalassiosira oceanica_unclassified
root,Main genome,Eukaryota,SAR,Alveolata,Ciliophora,Spirotrichea,Strombidiida,Strombidiidae K,Strombidium K,Strombidium K_unclassified,Strombidium K_unclassified,Strombidium K_unclassified,Strombidium K_unclassified
root,Main genome,Eukaryota,Archaeplastida,Chloroplastida,Embryophyta,Liliopsida,Zosteraceae order incertae sedis,Zosteraceae order incertae sedis_unclassified,Zosteraceae order incertae sedis_unclassified,Zosteraceae order incertae sedis_unclassified,Zosteraceae order incertae sedis_unclassified,Zosteraceae order incertae sedis_unclassified,Zosteraceae order incertae sedis_unclassified
root,Main genome,Eukaryota,Amorphea,Metazoa,Arthropoda,Maxillopoda,Cyclopoida,Cyclopinidae,Cyclopinidae_unclassified,Cyclopinidae_unclassified,Cyclopinidae_unclassified,Cyclopinidae_unclassified,Cyclopinidae_unclassified
