Sample_ID,Sample_type,Site,Sample_date,Extraction_date,Julian_day,Month,Season,Depth,Latitude,Longitude,Shoot_Length,Leaf_Width,No_Leaves,Dataset,Dataset_short,Dislodgment_method,Area,Country,Sample_name_16S,Sample_name_18S,E,N,NE,NW,S,SE,SW,W,Sheltered.Index,Sea.Surface.Temperature,Orbital_Velocity_Mean,Orbital_Velocity_Max,Salinity,Bathymetry,LibrarySize_18S,Richness_18S,Shannon_18S,DNA_Concentration
M_RQ3_SGO_t2_3,old_leaf,Maasholm,2021-08-02,10.08.2021,214,August,Summer,NA,54.687,10.007,13.7,2,4,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P02-A04-SeaStore-Seq02-2022-M-RQ3-SGO-t3-1,1183F-1443R-P02-A04-SeaStore-Seq02-2022-M-RQ3-SGO-t3-1,0,0.0208602738,0.001887815768,0.7736870256,0.8239476887,0.07844843815,0.9893686468,0.8583808343,6,20.07280595,Inf,Inf,22.44997215,0,34989,29,1.713287706,5.53
M_RQ4_SGO_t3_3,old_leaf,Maasholm,2021-09-23,03.12.2021,266,September,Autumn,NA,54.687,10.007,22,3,3,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P02-A07-SeaStore-Seq02-2022-K-D-SGO-t3-3,1183F-1443R-P02-A07-SeaStore-Seq02-2022-K-D-SGO-t3-3,0,0.0208602738,0.001887815768,0.7736870256,0.8239476887,0.07844843815,0.9893686468,0.8583808343,6,16.89343102,Inf,Inf,21.70870209,0,1812,15,1.856245217,1.83
K_D_SGO_t3_3,old_leaf,Kiel,2021-09-28,01.12.2021,271,September,Autumn,NA,54.346,10.154,52.7,3,2,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P02-A09-SeaStore-Seq02-2022-K-RQ3-SGO-t3-1,1183F-1443R-P02-A09-SeaStore-Seq02-2022-K-RQ3-SGO-t3-1,0.9486099468,0.8552587941,0.373863805,0.9949431349,0.9852850089,0.9802549501,0.9990751514,1,8,NA,2.94E-05,0.001935417354,14.06503677,-3.64,9255,11,0.8047288358,4.18
SGO_1_Kos,old_leaf,Koster,2021-06-30,08.11.2022,181,June,Summer,2.5,58.883,10.992,NA,9,8,Seastore_Project,SP,whole_leaf,Kosterfjord,Sweden,515F-806R-P02-C04-SeaStore-Seq02-2022-M-RQ3-SGO-t3-3,1183F-1443R-P02-C04-SeaStore-Seq02-2022-M-RQ3-SGO-t3-3,9.28E-04,0,0.02058861509,0,0,0,0,0,1,15.95917623,Inf,Inf,34.83843994,0,36784,18,0.7726096531,6.82
M_RQ4_SGO_t3_1,old_leaf,Maasholm,2021-09-23,18.11.2021,266,September,Autumn,NA,54.687,10.007,21.5,2,4,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P02-G06-SeaStore-Seq02-2022-K-D-SGO-t3-1,1183F-1443R-P02-G06-SeaStore-Seq02-2022-K-D-SGO-t3-1,0,0.0208602738,0.001887815768,0.7736870256,0.8239476887,0.07844843815,0.9893686468,0.8583808343,6,16.89343102,Inf,Inf,21.70870209,0,3112,25,1.938145091,0.796
K_RQ1_SGO_t3_3,old_leaf,Kiel,2021-09-29,03.12.2021,272,September,Autumn,NA,54.349,10.15,38,5,3,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P02-G09-SeaStore-Seq02-2022-K-RQ4-SGO-t3-1,1183F-1443R-P02-G09-SeaStore-Seq02-2022-K-RQ4-SGO-t3-1,0.924960071,0.8810951465,0.3596256018,0.9982019981,0.9887990946,0.9722177475,1,1,8,NA,7.38E-06,3.30E-04,14.06503677,-3.64,10956,17,0.8654379662,2.44
M_RQ4_SGO_t3_2,old_leaf,Maasholm,2021-09-23,25.11.2021,266,September,Autumn,NA,54.687,10.007,22.2,2,3,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P02-H06-SeaStore-Seq02-2022-K-D-SGO-t3-2,1183F-1443R-P02-H06-SeaStore-Seq02-2022-K-D-SGO-t3-2,0,0.0208602738,0.001887815768,0.7736870256,0.8239476887,0.07844843815,0.9893686468,0.8583808343,6,16.89343102,Inf,Inf,21.70870209,0,13571,15,1.28567079,0.97
K_RQ2_SGO_t4_2,old_leaf,Kiel,2022-05-25,21.09.2022,145,May,Spring,NA,54.349,10.15,24.2,3,4,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P01-D12-SeaStore-Seq01-2022-2-K-D-SGR-t4-1,1183F-1443R-P01-D12-SeaStore-Seq01-2022-2-K-D-SGR-t4-1,0.924960071,0.8810951465,0.3596256018,0.9982019981,0.9887990946,0.9722177475,1,1,8,NA,2.18E-06,5.10E-05,13.86539173,-3.64,5430,21,1.75792837,2.24
K_RQ2_SGO_t4_3,old_leaf,Kiel,2022-05-25,12.10.2022,145,May,Spring,NA,54.349,10.15,29.4,3,4,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P01-E12-SeaStore-Seq01-2022-2-K-D-SGR-t4-2,1183F-1443R-P01-E12-SeaStore-Seq01-2022-2-K-D-SGR-t4-2,0.924960071,0.8810951465,0.3596256018,0.9982019981,0.9887990946,0.9722177475,1,1,8,NA,2.18E-06,5.10E-05,13.86539173,-3.64,3296,30,2.034889135,0.664
K_RQ1_SGO_t4_3,old_leaf,Kiel,2022-05-25,12.10.2022,145,May,Spring,NA,54.349,10.15,37,3,4,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P01-G11-SeaStore-Seq01-2022-2-M-RQ4-SGR-t4-2,1183F-1443R-P01-G11-SeaStore-Seq01-2022-2-M-RQ4-SGR-t4-2,0.924960071,0.8810951465,0.3596256018,0.9982019981,0.9887990946,0.9722177475,1,1,8,NA,2.18E-06,5.10E-05,13.86539173,-3.64,2912,40,2.86126649,1.54
L_11_SGO_y,old_leaf,GEOMAR_Lab,2021-10-01,17.12.2021,274,October,Autumn,NA,NA,NA,62,4,4,Seastore_Project,SP,whole_leaf,Lab,Germany,515F-806R-P02-C11-SeaStore-Seq02-2022-2-ASR-S-cap-out-6,1183F-1443R-P02-C11-SeaStore-Seq02-2022-2-ASR-S-cap-out-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42757,121,3.031881579,6.94
M_N_SGO_t0_1,old_leaf,Maasholm,2021-06-09,06.12.2021,160,June,Summer,NA,54.687,10.007,16.6,2,5,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P02-F10-SeaStore-Seq02-2022-2-KR1-SGR-3,1183F-1443R-P02-F10-SeaStore-Seq02-2022-2-KR1-SGR-3,0,0.0208602738,0.001887815768,0.7736870256,0.8239476887,0.07844843815,0.9893686468,0.8583808343,6,13.1253061,Inf,Inf,21.46413422,0,3626,14,1.513648592,3.27
K_RQ3_SGO_t4_3,old_leaf,Kiel,2022-05-25,12.10.2022,145,May,Spring,NA,54.349,10.15,31.1,4,4,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P02-G05-SeaStore-Seq02-2022-2-K-RQ1-SGR-t4-1,1183F-1443R-P02-G05-SeaStore-Seq02-2022-2-K-RQ1-SGR-t4-1,0.924960071,0.8810951465,0.3596256018,0.9982019981,0.9887990946,0.9722177475,1,1,8,NA,2.18E-06,5.10E-05,13.86539173,-3.64,4293,39,2.532959144,1.31
ASR_SGO_3,old_leaf,Askerön,2021-07-21,21.10.2022,202,July,Summer,NA,58.084,11.734,31.5,5,7,Seastore_Project,SP,whole_leaf,Askeröfjord,Sweden,515F-806R-P03-A07-SeaStore-Seq03-2022-2-K-RQ4-SGR-t4-1,1183F-1443R-P03-A07-SeaStore-Seq03-2022-2-K-RQ4-SGR-t4-1,0.7806848336,0.9667029387,0.6597822725,0.9643166313,0.3628999409,0.6052448357,0.7040622259,0.2176223149,8,NA,Inf,Inf,15.61851692,0,2861,28,2.138877268,1.88
GD_SGO_2,old_leaf,Gasö,2021-07-27,09.11.2022,208,July,Summer,NA,58.231,11.398,118.2,1,5,Seastore_Project,SP,whole_leaf,Gasöfjord,Sweden,515F-806R-P03-A09-SeaStore-Seq03-2022-2-KR2-S-out-3,1183F-1443R-P03-A09-SeaStore-Seq03-2022-2-KR2-S-out-3,0.3033549403,0.3750089868,0.4951985825,0.001713457289,0.1468052015,0.6594236105,0,0,5,20.51777122,0.1022027249,0.744295368,34.69461823,-2.55,29622,243,4.602182605,14.5
GR19_SGO_3,old_leaf,Gasö,2021-07-27,NA,208,July,Summer,NA,58.231,11.398,109.5,9,5,Seastore_Project,SP,whole_leaf,Gasöfjord,Sweden,515F-806R-P03-A12-SeaStore-Seq03-2022-2-SGR-Kos,1183F-1443R-P03-A12-SeaStore-Seq03-2022-2-SGR-Kos,0.3033549403,0.3750089868,0.4951985825,0.001713457289,0.1468052015,0.6594236105,0,0,5,20.51777122,0.1022027249,0.744295368,34.69461823,-2.55,15778,45,1.862072903,21.8
ASD_SGO_1,old_leaf,Askerön,2021-07-21,03.11.2021,202,July,Summer,NA,58.084,11.717,45.2,3.5,4,Seastore_Project,SP,whole_leaf,Askeröfjord,Sweden,515F-806R-P03-B02-SeaStore-Seq03-2022-2-GR19-SGR-2,1183F-1443R-P03-B02-SeaStore-Seq03-2022-2-GR19-SGR-2,0.6323546985,0.9828737603,0.7394481468,0.9612012351,0.3681716573,0.4665282304,0.782701778,0.1778315991,8,NA,5.68E-04,0.01810692838,25.49300957,-3.05,20232,38,1.406879698,26.2
KR2_SGO_1,old_leaf,Koster,2021-08-10,21.10.2022,222,August,Summer,NA,58.883,11.005,48.6,6.5,6,Seastore_Project,SP,whole_leaf,Kosterfjord,Sweden,515F-806R-P03-B04-SeaStore-Seq03-2022-2-K-RQ2-S-t4-2,1183F-1443R-P03-B04-SeaStore-Seq03-2022-2-K-RQ2-S-t4-2,0.005264161028,0,0.06312000291,0,0,0,0,0,1,19.41951269,Inf,Inf,34.83201981,0,43106,145,3.155991932,5.64
GD_SGO_3,old_leaf,Gasö,2021-07-27,08.11.2022,208,July,Summer,NA,58.231,11.398,78.5,7,5,Seastore_Project,SP,whole_leaf,Gasöfjord,Sweden,515F-806R-P03-B09-SeaStore-Seq03-2022-2-SGR-Kos,1183F-1443R-P03-B09-SeaStore-Seq03-2022-2-SGR-Kos,0.3033549403,0.3750089868,0.4951985825,0.001713457289,0.1468052015,0.6594236105,0,0,5,20.51777122,0.1022027249,0.744295368,34.69461823,-2.55,9486,48,1.910754541,8.4
GR15_SGO_1,old_leaf,Gasö,2021-07-27,NA,208,July,Summer,NA,58.231,11.398,60.1,7,4,Seastore_Project,SP,whole_leaf,Gasöfjord,Sweden,515F-806R-P03-B10-SeaStore-Seq03-2022-2-ASD-S-out-3,1183F-1443R-P03-B10-SeaStore-Seq03-2022-2-ASD-S-out-3,0.3033549403,0.3750089868,0.4951985825,0.001713457289,0.1468052015,0.6594236105,0,0,5,20.51777122,0.1022027249,0.744295368,34.69461823,-2.55,48765,257,4.501878147,14.5
GR19_SGO_2_2,old_leaf,Gasö,2021-07-27,18.11.2022,208,July,Summer,NA,58.231,11.398,NA,NA,NA,Seastore_Project,SP,whole_leaf,Gasöfjord,Sweden,515F-806R-P03-B12-SeaStore-Seq03-2022-2-SGR-Kos,1183F-1443R-P03-B12-SeaStore-Seq03-2022-2-SGR-Kos,0.3033549403,0.3750089868,0.4951985825,0.001713457289,0.1468052015,0.6594236105,0,0,5,20.51777122,0.1022027249,0.744295368,34.69461823,-2.55,10925,121,3.877937222,5.32
KR2_SGO_2,old_leaf,Koster,2021-08-10,09.11.2022,222,August,Summer,NA,58.883,11.005,49.5,5.5,7,Seastore_Project,SP,whole_leaf,Kosterfjord,Sweden,515F-806R-P03-C04-SeaStore-Seq03-2022-2-K-RQ2-S-t4-3,1183F-1443R-P03-C04-SeaStore-Seq03-2022-2-K-RQ2-S-t4-3,0.005264161028,0,0.06312000291,0,0,0,0,0,1,19.41951269,Inf,Inf,34.83201981,0,108545,40,1.62390207,47.6
GR15_SGO_3,old_leaf,Gasö,2021-07-27,NA,208,July,Summer,NA,58.231,11.398,44.5,6,6,Seastore_Project,SP,whole_leaf,Gasöfjord,Sweden,515F-806R-P03-C10-SeaStore-Seq03-2022-2-ASR-S-ref-1,1183F-1443R-P03-C10-SeaStore-Seq03-2022-2-ASR-S-ref-1,0.3033549403,0.3750089868,0.4951985825,0.001713457289,0.1468052015,0.6594236105,0,0,5,20.51777122,0.1022027249,0.744295368,34.69461823,-2.55,71026,144,2.428603329,13.4
KR1_SGO_1,old_leaf,Koster,2021-08-10,21.10.2022,222,August,Summer,NA,58.864,11.038,32,5,5,Seastore_Project,SP,whole_leaf,Kosterfjord,Sweden,515F-806R-P03-D02-SeaStore-Seq03-2022-2-S-out-Kos,1183F-1443R-P03-D02-SeaStore-Seq03-2022-2-S-out-Kos,0,0,0.1473147513,0,0,0,0,0,1,19.4262018,Inf,Inf,34.84975433,0,45413,218,4.390824974,15.6
KR1_SGO_2,old_leaf,Koster,2021-08-10,21.10.2022,222,August,Summer,NA,58.864,11.038,17.9,3.5,5,Seastore_Project,SP,whole_leaf,Kosterfjord,Sweden,515F-806R-P03-E02-SeaStore-Seq03-2022-2-K-RQ3-S-t4-1,1183F-1443R-P03-E02-SeaStore-Seq03-2022-2-K-RQ3-S-t4-1,0,0,0.1473147513,0,0,0,0,0,1,19.4262018,Inf,Inf,34.84975433,0,61124,93,2.606559372,2.62
KR1_SGO_3,old_leaf,Koster,2021-08-10,21.10.2022,222,August,Summer,NA,58.864,11.038,36.4,6.5,7,Seastore_Project,SP,whole_leaf,Kosterfjord,Sweden,515F-806R-P03-F02-SeaStore-Seq03-2022-2-K-RQ4-S-t4-2,1183F-1443R-P03-F02-SeaStore-Seq03-2022-2-K-RQ4-S-t4-2,0,0,0.1473147513,0,0,0,0,0,1,19.4262018,Inf,Inf,34.84975433,0,46941,98,2.400072615,11.5
ASR_SGO_1,old_leaf,Askerön,2021-07-21,21.10.2022,202,July,Summer,NA,58.084,11.734,38.4,6,6,Seastore_Project,SP,whole_leaf,Askeröfjord,Sweden,515F-806R-P03-F06-SeaStore-Seq03-2022-2-KR1-S-out-2,1183F-1443R-P03-F06-SeaStore-Seq03-2022-2-KR1-S-out-2,0.7806848336,0.9667029387,0.6597822725,0.9643166313,0.3628999409,0.6052448357,0.7040622259,0.2176223149,8,NA,Inf,Inf,15.61851692,0,22588,195,4.073963164,4.44
ASD_SGO_3,old_leaf,Askerön,2021-07-21,29.09.2021,202,July,Summer,NA,58.084,11.717,83.4,5,5,Seastore_Project,SP,whole_leaf,Askeröfjord,Sweden,515F-806R-P03-F07-SeaStore-Seq03-2022-2-M-RQ3-S-t4-1,1183F-1443R-P03-F07-SeaStore-Seq03-2022-2-M-RQ3-S-t4-1,0.6323546985,0.9828737603,0.7394481468,0.9612012351,0.3681716573,0.4665282304,0.782701778,0.1778315991,8,NA,5.68E-04,0.01810692838,25.49300957,-3.05,11775,112,3.772343463,25
ASR_SGO_2,old_leaf,Askerön,2021-07-21,21.10.2022,202,July,Summer,NA,58.084,11.734,38.6,5,6,Seastore_Project,SP,whole_leaf,Askeröfjord,Sweden,515F-806R-P03-G06-SeaStore-Seq03-2022-2-KR2-S-in-1,1183F-1443R-P03-G06-SeaStore-Seq03-2022-2-KR2-S-in-1,0.7806848336,0.9667029387,0.6597822725,0.9643166313,0.3628999409,0.6052448357,0.7040622259,0.2176223149,8,NA,Inf,Inf,15.61851692,0,22389,178,4.206266007,4.32
GR19_SGO_1,old_leaf,Gasö,2021-07-27,09.11.2022,208,July,Summer,NA,58.231,11.398,96.4,6,6,Seastore_Project,SP,whole_leaf,Gasöfjord,Sweden,515F-806R-P03-G11-SeaStore-Seq03-2022-2-ASR-S-cap-out-4,1183F-1443R-P03-G11-SeaStore-Seq03-2022-2-ASR-S-cap-out-4,0.3033549403,0.3750089868,0.4951985825,0.001713457289,0.1468052015,0.6594236105,0,0,5,20.51777122,0.1022027249,0.744295368,34.69461823,-2.55,76968,189,3.958373599,9.02
ASD_SGO_2,old_leaf,Askerön,2021-07-21,08.11.2022,202,July,Summer,NA,58.084,11.717,57,5,3,Seastore_Project,SP,whole_leaf,Askeröfjord,Sweden,515F-806R-P03-H06-SeaStore-Seq03-2022-2-KR2-S-out-1,1183F-1443R-P03-H06-SeaStore-Seq03-2022-2-KR2-S-out-1,0.6323546985,0.9828737603,0.7394481468,0.9612012351,0.3681716573,0.4665282304,0.782701778,0.1778315991,8,NA,5.68E-04,0.01810692838,25.49300957,-3.05,64473,109,1.907763727,10.9
GD_SGO_1,old_leaf,Gasö,2021-07-21,NA,202,July,Summer,NA,58.231,11.398,87.6,8,5,Seastore_Project,SP,whole_leaf,Gasöfjord,Sweden,515F-806R-P03-H08-SeaStore-Seq03-2022-2-KR2-S-out-2,1183F-1443R-P03-H08-SeaStore-Seq03-2022-2-KR2-S-out-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12242,123,3.542811558,18.4
G_D_SGO_t0_2,old_leaf,Gelting,2022-05-11,21.09.2022,131,May,Spring,NA,54.767,9.877,NA,4,4,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P01-A08-S-10-in-Tja,1183F-1443R-P01-A08-S-10-in-Tja,0.3758405423,0,0.04060224616,0,0.9998640278,0.8520116648,0.9992209203,0.6779932079,6,10.90079722,5.30E-06,0.001586354497,19.05716705,-4.09,37839,107,3.446344845,9.41
G_D_SGO_t0_3,old_leaf,Gelting,2022-05-11,07.10.2022,131,May,Spring,NA,54.767,9.877,NA,2,4,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P01-A09-K-RQ2-S-t5-2,1183F-1443R-P01-A09-K-RQ2-S-t5-2,0.3758405423,0,0.04060224616,0,0.9998640278,0.8520116648,0.9992209203,0.6779932079,6,10.90079722,5.30E-06,0.001586354497,19.05716705,-4.09,24185,147,3.956085666,5.6
M_RQ3_SGO_t5_1,old_leaf,Maasholm,2023-05-24,08.08.2023,144,May,Spring,NA,54.687,10.007,NA,4,9,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P01-B10-G-Q3-S-t4-3,1183F-1443R-P01-B10-G-Q3-S-t4-3,0,0.0208602738,0.001887815768,0.7736870256,0.8239476887,0.07844843815,0.9893686468,0.8583808343,6,11.33843114,Inf,Inf,16.37156105,0,32083,114,3.401272512,13.2
M_RQ3_SGO_t5_2,old_leaf,Maasholm,2023-05-24,09.08.2023,144,May,Spring,NA,54.687,10.007,NA,5,6,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P01-B11-M-C-S-t5-3,1183F-1443R-P01-B11-M-C-S-t5-3,0,0.0208602738,0.001887815768,0.7736870256,0.8239476887,0.07844843815,0.9893686468,0.8583808343,6,11.33843114,Inf,Inf,16.37156105,0,60040,138,3.644889227,24.2
M_RQ3_SGO_t5_3,old_leaf,Maasholm,2023-05-24,10.08.2023,144,May,Spring,NA,54.687,10.007,NA,3,7,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P01-B12-G-D-S-t4-1,1183F-1443R-P01-B12-G-D-S-t4-1,0,0.0208602738,0.001887815768,0.7736870256,0.8239476887,0.07844843815,0.9893686468,0.8583808343,6,11.33843114,Inf,Inf,16.37156105,0,43028,128,3.189037791,18
M_RQ4_SGO_t5_1,old_leaf,Maasholm,2023-05-24,08.08.2023,144,May,Spring,NA,54.687,10.007,NA,3,6,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P01-C04-K-RQ3-SGO-t5-1,1183F-1443R-P01-C04-K-RQ3-SGO-t5-1,0,0.0208602738,0.001887815768,0.7736870256,0.8239476887,0.07844843815,0.9893686468,0.8583808343,6,11.33843114,Inf,Inf,16.37156105,0,38785,14,1.02264766,22
M_RQ4_SGO_t5_2,old_leaf,Maasholm,2023-05-24,09.08.2023,144,May,Spring,NA,54.687,10.007,NA,3.5,4,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P01-C05-M-RQ3-SGO-t5-1,1183F-1443R-P01-C05-M-RQ3-SGO-t5-1,0,0.0208602738,0.001887815768,0.7736870256,0.8239476887,0.07844843815,0.9893686468,0.8583808343,6,11.33843114,Inf,Inf,16.37156105,0,24543,62,2.497596882,22.8
K_D_SGO_t5_1,old_leaf,Kiel,2023-05-22,08.08.2023,142,May,Spring,NA,54.346,10.154,NA,4,6,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P01-D08-K-RQ1-S-t5-1,1183F-1443R-P01-D08-K-RQ1-S-t5-1,0.9486099468,0.8552587941,0.373863805,0.9949431349,0.9852850089,0.9802549501,0.9990751514,1,8,NA,7.87E-06,2.21E-04,14.94716454,-3.64,50678,111,3.540240638,10.5
K_D_SGO_t5_2,old_leaf,Kiel,2023-05-22,09.08.2023,142,May,Spring,NA,54.346,10.154,NA,5,7,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P01-D09-K-C-S-t5-3,1183F-1443R-P01-D09-K-C-S-t5-3,0.9486099468,0.8552587941,0.373863805,0.9949431349,0.9852850089,0.9802549501,0.9990751514,1,8,NA,7.87E-06,2.21E-04,14.94716454,-3.64,92545,30,1.023568618,15.9
K_D_SGO_t5_3,old_leaf,Kiel,2023-05-22,10.08.2023,142,May,Spring,NA,54.346,10.154,NA,4,6,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P01-D10-G-Q3-S-t4-1,1183F-1443R-P01-D10-G-Q3-S-t4-1,0.9486099468,0.8552587941,0.373863805,0.9949431349,0.9852850089,0.9802549501,0.9990751514,1,8,NA,7.87E-06,2.21E-04,14.94716454,-3.64,41951,109,3.478298994,10.4
K_RQ1_SGO_t5_3,old_leaf,Kiel,2023-05-23,10.08.2023,143,May,Spring,NA,54.349,10.15,NA,3,4,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P01-E04-K-RQ3-SGO-t5-3,1183F-1443R-P01-E04-K-RQ3-SGO-t5-3,0.924960071,0.8810951465,0.3596256018,0.9982019981,0.9887990946,0.9722177475,1,1,8,NA,3.08E-06,4.87E-05,14.94716454,-3.64,21527,14,0.7344646609,10.9
K_RQ2_SGO_t5_1,old_leaf,Kiel,2023-05-22,08.08.2023,142,May,Spring,NA,54.349,10.15,NA,4,10,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P01-E08-M-RQ4-SGO-t5-1,1183F-1443R-P01-E08-M-RQ4-SGO-t5-1,0.924960071,0.8810951465,0.3596256018,0.9982019981,0.9887990946,0.9722177475,1,1,8,NA,3.00E-06,4.87E-05,14.94716454,-3.64,32684,51,1.656647874,1.64
K_RQ2_SGO_t5_2,old_leaf,Kiel,2023-05-22,09.08.2023,142,May,Spring,NA,54.349,10.15,NA,5,10,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P01-E09-K-RQ4-S-t5-3,1183F-1443R-P01-E09-K-RQ4-S-t5-3,0.924960071,0.8810951465,0.3596256018,0.9982019981,0.9887990946,0.9722177475,1,1,8,NA,3.00E-06,4.87E-05,14.94716454,-3.64,11694,128,4.091857732,4.68
K_RQ2_SGO_t5_3,old_leaf,Kiel,2023-05-22,10.08.2023,142,May,Spring,NA,54.349,10.15,NA,4,7,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P01-E10-M-C-S-t5-2,1183F-1443R-P01-E10-M-C-S-t5-2,0.924960071,0.8810951465,0.3596256018,0.9982019981,0.9887990946,0.9722177475,1,1,8,NA,3.00E-06,4.87E-05,14.94716454,-3.64,47595,111,3.555543747,6.06
K_RQ3_SGO_t5_1,old_leaf,Kiel,2023-05-25,08.08.2023,145,May,Spring,NA,54.349,10.15,NA,4,8,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P01-F02-K-RQ2-SGO-t5-1,1183F-1443R-P01-F02-K-RQ2-SGO-t5-1,0.924960071,0.8810951465,0.3596256018,0.9982019981,0.9887990946,0.9722177475,1,1,8,NA,2.52E-06,5.06E-05,14.94716454,-3.64,14614,8,0.6227105867,11.2
K_RQ3_SGO_t5_2,old_leaf,Kiel,2023-05-25,09.08.2023,145,May,Spring,NA,54.349,10.15,NA,4,5,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P01-F03-K-D-SGO-t5-3,1183F-1443R-P01-F03-K-D-SGO-t5-3,0.924960071,0.8810951465,0.3596256018,0.9982019981,0.9887990946,0.9722177475,1,1,8,NA,2.52E-06,5.06E-05,14.94716454,-3.64,33505,19,1.060970027,13.5
K_RQ3_SGO_t5_3,old_leaf,Kiel,2023-05-25,10.08.2023,145,May,Spring,NA,54.349,10.15,NA,NA,4,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P01-F04-M-RQ4-SGO-t5-3,1183F-1443R-P01-F04-M-RQ4-SGO-t5-3,0.924960071,0.8810951465,0.3596256018,0.9982019981,0.9887990946,0.9722177475,1,1,8,NA,2.52E-06,5.06E-05,14.94716454,-3.64,35485,79,2.427944585,12.2
K_RQ4_SGO_t5_2,old_leaf,Kiel,2023-05-23,09.08.2023,143,May,Spring,NA,54.349,10.15,NA,5,4,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P01-F09-S-10-in-Bjo,1183F-1443R-P01-F09-S-10-in-Bjo,0.924960071,0.8810951465,0.3596256018,0.9982019981,0.9887990946,0.9722177475,1,1,8,NA,3.08E-06,4.87E-05,14.94716454,-3.64,37013,143,2.75931194,12.3
K_RQ4_SGO_t5_3,old_leaf,Kiel,2023-05-23,10.08.2023,143,May,Spring,NA,54.349,10.15,NA,4,4,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P01-F10-G-D-S-t4-3,1183F-1443R-P01-F10-G-D-S-t4-3,0.924960071,0.8810951465,0.3596256018,0.9982019981,0.9887990946,0.9722177475,1,1,8,NA,3.08E-06,4.87E-05,14.94716454,-3.64,59355,106,2.551475745,17.5
G_D_SGO_t4_2,old_leaf,Gelting,2023-06-20,09.08.2023,171,June,Summer,NA,54.767,9.877,NA,5,6,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P01-H10-G-Q4-S-t4-2,1183F-1443R-P01-H10-G-Q4-S-t4-2,0.3758405423,0,0.04060224616,0,0.9998640278,0.8520116648,0.9992209203,0.6779932079,6,17.19660065,0.001724405328,0.08903993231,19.55888939,-4.09,54977,113,3.205840219,13.8
G_D_SGO_t4_3,old_leaf,Gelting,2023-06-20,10.08.2023,171,June,Summer,NA,54.767,9.877,NA,3.9,6,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P01-H11-K-RQ2-S-t5-1,1183F-1443R-P01-H11-K-RQ2-S-t5-1,0.3758405423,0,0.04060224616,0,0.9998640278,0.8520116648,0.9992209203,0.6779932079,6,17.19660065,0.001724405328,0.08903993231,19.55888939,-4.09,55288,153,3.834274373,16.1
G_RQ4_SGO_t4_1,old_leaf,Gelting,2023-06-20,08.08.2023,171,June,Summer,NA,54.767,9.877,NA,3,6,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P02-A03-G-Q4-S-t0-3,1183F-1443R-P02-A03-G-Q4-S-t0-3,0.3758405423,0,0.04060224616,0,0.9998640278,0.8520116648,0.9992209203,0.6779932079,6,17.19660065,0.001724405328,0.08903993231,19.55888939,-4.09,39006,111,2.906883465,12.5
