Sample_ID,Sample_type,Site,Sample_date,Extraction_date,Julian_day,Month,Season,Depth,Latitude,Longitude,Shoot_Length,Leaf_Width,No_Leaves,Dataset,Dataset_short,Dislodgment_method,Area,Country,Sample_name_16S,Sample_name_18S,E,N,NE,NW,S,SE,SW,W,Sheltered.Index,Sea.Surface.Temperature,Orbital_Velocity_Mean,Orbital_Velocity_Max,Salinity,Bathymetry,LibrarySize_16S,Richness_16S,Shannon_16S,DNA_Concentration
K_RQ3_SGO_t4_3,old_leaf,Kiel,2022-05-25,12.10.2022,145,May,Spring,NA,54.349,10.15,31.1,4,4,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P02-G05-SeaStore-Seq02-2022-2-K-RQ1-SGR-t4-1,1183F-1443R-P02-G05-SeaStore-Seq02-2022-2-K-RQ1-SGR-t4-1,0.924960071,0.8810951465,0.3596256018,0.9982019981,0.9887990946,0.9722177475,1,1,8,NA,2.18E-06,5.10E-05,13.86539173,-3.64,51590,298,2.906499647,1.31
ASR_SGO_3,old_leaf,Askerön,2021-07-21,21.10.2022,202,July,Summer,NA,58.084,11.734,31.5,5,7,Seastore_Project,SP,whole_leaf,Askeröfjord,Sweden,515F-806R-P03-A07-SeaStore-Seq03-2022-2-K-RQ4-SGR-t4-1,1183F-1443R-P03-A07-SeaStore-Seq03-2022-2-K-RQ4-SGR-t4-1,0.7806848336,0.9667029387,0.6597822725,0.9643166313,0.3628999409,0.6052448357,0.7040622259,0.2176223149,8,NA,Inf,Inf,15.61851692,0,33251,407,3.95497632,1.88
GD_SGO_2,old_leaf,Gasö,2021-07-27,09.11.2022,208,July,Summer,NA,58.231,11.398,118.2,1,5,Seastore_Project,SP,whole_leaf,Gasöfjord,Sweden,515F-806R-P03-A09-SeaStore-Seq03-2022-2-KR2-S-out-3,1183F-1443R-P03-A09-SeaStore-Seq03-2022-2-KR2-S-out-3,0.3033549403,0.3750089868,0.4951985825,0.001713457289,0.1468052015,0.6594236105,0,0,5,20.51777122,0.1022027249,0.744295368,34.69461823,-2.55,23462,534,5.57951918,14.5
GR19_SGO_3,old_leaf,Gasö,2021-07-27,NA,208,July,Summer,NA,58.231,11.398,109.5,9,5,Seastore_Project,SP,whole_leaf,Gasöfjord,Sweden,515F-806R-P03-A12-SeaStore-Seq03-2022-2-SGR-Kos,1183F-1443R-P03-A12-SeaStore-Seq03-2022-2-SGR-Kos,0.3033549403,0.3750089868,0.4951985825,0.001713457289,0.1468052015,0.6594236105,0,0,5,20.51777122,0.1022027249,0.744295368,34.69461823,-2.55,82643,574,4.579188223,21.8
ASD_SGO_1,old_leaf,Askerön,2021-07-21,03.11.2021,202,July,Summer,NA,58.084,11.717,45.2,3.5,4,Seastore_Project,SP,whole_leaf,Askeröfjord,Sweden,515F-806R-P03-B02-SeaStore-Seq03-2022-2-GR19-SGR-2,1183F-1443R-P03-B02-SeaStore-Seq03-2022-2-GR19-SGR-2,0.6323546985,0.9828737603,0.7394481468,0.9612012351,0.3681716573,0.4665282304,0.782701778,0.1778315991,8,NA,5.68E-04,0.01810692838,25.49300957,-3.05,35091,416,4.496684537,26.2
KR2_SGO_1,old_leaf,Koster,2021-08-10,21.10.2022,222,August,Summer,NA,58.883,11.005,48.6,6.5,6,Seastore_Project,SP,whole_leaf,Kosterfjord,Sweden,515F-806R-P03-B04-SeaStore-Seq03-2022-2-K-RQ2-S-t4-2,1183F-1443R-P03-B04-SeaStore-Seq03-2022-2-K-RQ2-S-t4-2,0.005264161028,0,0.06312000291,0,0,0,0,0,1,19.41951269,Inf,Inf,34.83201981,0,27569,501,5.382211913,5.64
GD_SGO_3,old_leaf,Gasö,2021-07-27,08.11.2022,208,July,Summer,NA,58.231,11.398,78.5,7,5,Seastore_Project,SP,whole_leaf,Gasöfjord,Sweden,515F-806R-P03-B09-SeaStore-Seq03-2022-2-SGR-Kos,1183F-1443R-P03-B09-SeaStore-Seq03-2022-2-SGR-Kos,0.3033549403,0.3750089868,0.4951985825,0.001713457289,0.1468052015,0.6594236105,0,0,5,20.51777122,0.1022027249,0.744295368,34.69461823,-2.55,49756,347,3.775300819,8.4
GR15_SGO_1,old_leaf,Gasö,2021-07-27,NA,208,July,Summer,NA,58.231,11.398,60.1,7,4,Seastore_Project,SP,whole_leaf,Gasöfjord,Sweden,515F-806R-P03-B10-SeaStore-Seq03-2022-2-ASD-S-out-3,1183F-1443R-P03-B10-SeaStore-Seq03-2022-2-ASD-S-out-3,0.3033549403,0.3750089868,0.4951985825,0.001713457289,0.1468052015,0.6594236105,0,0,5,20.51777122,0.1022027249,0.744295368,34.69461823,-2.55,20385,593,5.714120737,14.5
GR19_SGO_2_2,old_leaf,Gasö,2021-07-27,18.11.2022,208,July,Summer,NA,58.231,11.398,NA,NA,NA,Seastore_Project,SP,whole_leaf,Gasöfjord,Sweden,515F-806R-P03-B12-SeaStore-Seq03-2022-2-SGR-Kos,1183F-1443R-P03-B12-SeaStore-Seq03-2022-2-SGR-Kos,0.3033549403,0.3750089868,0.4951985825,0.001713457289,0.1468052015,0.6594236105,0,0,5,20.51777122,0.1022027249,0.744295368,34.69461823,-2.55,17312,275,4.549600535,5.32
KR2_SGO_2,old_leaf,Koster,2021-08-10,09.11.2022,222,August,Summer,NA,58.883,11.005,49.5,5.5,7,Seastore_Project,SP,whole_leaf,Kosterfjord,Sweden,515F-806R-P03-C04-SeaStore-Seq03-2022-2-K-RQ2-S-t4-3,1183F-1443R-P03-C04-SeaStore-Seq03-2022-2-K-RQ2-S-t4-3,0.005264161028,0,0.06312000291,0,0,0,0,0,1,19.41951269,Inf,Inf,34.83201981,0,34620,485,5.1804942,47.6
GR15_SGO_3,old_leaf,Gasö,2021-07-27,NA,208,July,Summer,NA,58.231,11.398,44.5,6,6,Seastore_Project,SP,whole_leaf,Gasöfjord,Sweden,515F-806R-P03-C10-SeaStore-Seq03-2022-2-ASR-S-ref-1,1183F-1443R-P03-C10-SeaStore-Seq03-2022-2-ASR-S-ref-1,0.3033549403,0.3750089868,0.4951985825,0.001713457289,0.1468052015,0.6594236105,0,0,5,20.51777122,0.1022027249,0.744295368,34.69461823,-2.55,29861,591,5.632275901,13.4
KR1_SGO_1,old_leaf,Koster,2021-08-10,21.10.2022,222,August,Summer,NA,58.864,11.038,32,5,5,Seastore_Project,SP,whole_leaf,Kosterfjord,Sweden,515F-806R-P03-D02-SeaStore-Seq03-2022-2-S-out-Kos,1183F-1443R-P03-D02-SeaStore-Seq03-2022-2-S-out-Kos,0,0,0.1473147513,0,0,0,0,0,1,19.4262018,Inf,Inf,34.84975433,0,33908,622,5.569097009,15.6
KR1_SGO_2,old_leaf,Koster,2021-08-10,21.10.2022,222,August,Summer,NA,58.864,11.038,17.9,3.5,5,Seastore_Project,SP,whole_leaf,Kosterfjord,Sweden,515F-806R-P03-E02-SeaStore-Seq03-2022-2-K-RQ3-S-t4-1,1183F-1443R-P03-E02-SeaStore-Seq03-2022-2-K-RQ3-S-t4-1,0,0,0.1473147513,0,0,0,0,0,1,19.4262018,Inf,Inf,34.84975433,0,53541,747,5.775102132,2.62
KR1_SGO_3,old_leaf,Koster,2021-08-10,21.10.2022,222,August,Summer,NA,58.864,11.038,36.4,6.5,7,Seastore_Project,SP,whole_leaf,Kosterfjord,Sweden,515F-806R-P03-F02-SeaStore-Seq03-2022-2-K-RQ4-S-t4-2,1183F-1443R-P03-F02-SeaStore-Seq03-2022-2-K-RQ4-S-t4-2,0,0,0.1473147513,0,0,0,0,0,1,19.4262018,Inf,Inf,34.84975433,0,33430,518,5.251223265,11.5
ASR_SGO_1,old_leaf,Askerön,2021-07-21,21.10.2022,202,July,Summer,NA,58.084,11.734,38.4,6,6,Seastore_Project,SP,whole_leaf,Askeröfjord,Sweden,515F-806R-P03-F06-SeaStore-Seq03-2022-2-KR1-S-out-2,1183F-1443R-P03-F06-SeaStore-Seq03-2022-2-KR1-S-out-2,0.7806848336,0.9667029387,0.6597822725,0.9643166313,0.3628999409,0.6052448357,0.7040622259,0.2176223149,8,NA,Inf,Inf,15.61851692,0,22967,455,5.326702889,4.44
ASD_SGO_3,old_leaf,Askerön,2021-07-21,29.09.2021,202,July,Summer,NA,58.084,11.717,83.4,5,5,Seastore_Project,SP,whole_leaf,Askeröfjord,Sweden,515F-806R-P03-F07-SeaStore-Seq03-2022-2-M-RQ3-S-t4-1,1183F-1443R-P03-F07-SeaStore-Seq03-2022-2-M-RQ3-S-t4-1,0.6323546985,0.9828737603,0.7394481468,0.9612012351,0.3681716573,0.4665282304,0.782701778,0.1778315991,8,NA,5.68E-04,0.01810692838,25.49300957,-3.05,6558,221,4.712406146,25
ASR_SGO_2,old_leaf,Askerön,2021-07-21,21.10.2022,202,July,Summer,NA,58.084,11.734,38.6,5,6,Seastore_Project,SP,whole_leaf,Askeröfjord,Sweden,515F-806R-P03-G06-SeaStore-Seq03-2022-2-KR2-S-in-1,1183F-1443R-P03-G06-SeaStore-Seq03-2022-2-KR2-S-in-1,0.7806848336,0.9667029387,0.6597822725,0.9643166313,0.3628999409,0.6052448357,0.7040622259,0.2176223149,8,NA,Inf,Inf,15.61851692,0,25472,565,5.513457617,4.32
GR19_SGO_1,old_leaf,Gasö,2021-07-27,09.11.2022,208,July,Summer,NA,58.231,11.398,96.4,6,6,Seastore_Project,SP,whole_leaf,Gasöfjord,Sweden,515F-806R-P03-G11-SeaStore-Seq03-2022-2-ASR-S-cap-out-4,1183F-1443R-P03-G11-SeaStore-Seq03-2022-2-ASR-S-cap-out-4,0.3033549403,0.3750089868,0.4951985825,0.001713457289,0.1468052015,0.6594236105,0,0,5,20.51777122,0.1022027249,0.744295368,34.69461823,-2.55,44910,872,6.069260417,9.02
ASD_SGO_2,old_leaf,Askerön,2021-07-21,08.11.2022,202,July,Summer,NA,58.084,11.717,57,5,3,Seastore_Project,SP,whole_leaf,Askeröfjord,Sweden,515F-806R-P03-H06-SeaStore-Seq03-2022-2-KR2-S-out-1,1183F-1443R-P03-H06-SeaStore-Seq03-2022-2-KR2-S-out-1,0.6323546985,0.9828737603,0.7394481468,0.9612012351,0.3681716573,0.4665282304,0.782701778,0.1778315991,8,NA,5.68E-04,0.01810692838,25.49300957,-3.05,7227,223,4.62878972,10.9
GD_SGO_1,old_leaf,Gasö,2021-07-21,NA,202,July,Summer,NA,58.231,11.398,87.6,8,5,Seastore_Project,SP,whole_leaf,Gasöfjord,Sweden,515F-806R-P03-H08-SeaStore-Seq03-2022-2-KR2-S-out-2,1183F-1443R-P03-H08-SeaStore-Seq03-2022-2-KR2-S-out-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54442,878,5.98816889,18.4
B1,whole plant,klosterloch,2015-08-26,21.04.2016,238,August,Summer,2.5,54.57827,13.12357,135,4.5,4,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,515YF-B806R-B1,1183F-1443R-B1,0.2124443965,0.03153598501,0.09411097785,0.03344235454,0.008723046203,0.3930127317,0.2042955142,0.03296892258,7,17.65194663,0.04566925113,0.762565565,9.663183212,-2.52,58863,820,5.93238293,2.93
B10,whole plant,faehrinsel,2015-08-27,19.05.2016,239,August,Summer,3,54.55705,13.13677,95,3.5,4,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,515YF-B806R-B10,1183F-1443R-B10,0.5327820822,0.06204521161,0.04712930454,0.07488998895,0.04611269896,0.4035556033,0.1122907671,0.09251557747,8,17.74228517,0.04729419822,0.3578381553,9.559998512,-2.47,12122,451,5.532272007,1.4
B2,whole plant,klosterloch,2015-08-26,11.01.2016,238,August,Summer,2.5,54.57827,13.12357,135,4.5,5,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,515YF-B806R-B2,1183F-1443R-B2,0.2124443965,0.03153598501,0.09411097785,0.03344235454,0.008723046203,0.3930127317,0.2042955142,0.03296892258,7,17.65194663,0.04566925113,0.762565565,9.663183212,-2.52,45309,789,6.008853001,3.62
B3,whole plant,klosterloch,2015-08-26,07.01.2016,238,August,Summer,2.5,54.57827,13.12357,105,4,5,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,515YF-B806R-B3,1183F-1443R-B3,0.2124443965,0.03153598501,0.09411097785,0.03344235454,0.008723046203,0.3930127317,0.2042955142,0.03296892258,7,17.65194663,0.04566925113,0.762565565,9.663183212,-2.52,24322,689,5.933057755,4.36
B4,whole plant,klosterloch,2015-08-26,02.11.2015,238,August,Summer,2.5,54.57827,13.12357,110,4,4,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,515YF-B806R-B4,1183F-1443R-B4,0.2124443965,0.03153598501,0.09411097785,0.03344235454,0.008723046203,0.3930127317,0.2042955142,0.03296892258,7,17.65194663,0.04566925113,0.762565565,9.663183212,-2.52,40783,815,6.012160856,2.63
B5,whole plant,klosterloch,2015-08-26,02.05.2016,238,August,Summer,2.5,54.57827,13.12357,110,5,4,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,515YF-B806R-B5,1183F-1443R-B5,0.2124443965,0.03153598501,0.09411097785,0.03344235454,0.008723046203,0.3930127317,0.2042955142,0.03296892258,7,17.65194663,0.04566925113,0.762565565,9.663183212,-2.52,49531,864,6.122545125,4.04
B6,whole plant,faehrinsel,2015-08-27,18.05.2016,239,August,Summer,3,54.55705,13.13677,90,4,4,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,515YF-B806R-B6,1183F-1443R-B6,0.5327820822,0.06204521161,0.04712930454,0.07488998895,0.04611269896,0.4035556033,0.1122907671,0.09251557747,8,17.74228517,0.04729419822,0.3578381553,9.559998512,-2.47,51347,663,5.496359749,0.608
B7,whole plant,faehrinsel,2015-08-27,19.05.2016,239,August,Summer,3,54.55705,13.13677,115,3.5,5,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,515YF-B806R-B7,1183F-1443R-B7,0.5327820822,0.06204521161,0.04712930454,0.07488998895,0.04611269896,0.4035556033,0.1122907671,0.09251557747,8,17.74228517,0.04729419822,0.3578381553,9.559998512,-2.47,28206,550,5.543750901,0.592
B8,whole plant,faehrinsel,2015-08-27,19.05.2016,239,August,Summer,3,54.55705,13.13677,94,4,4,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,515YF-B806R-B8,1183F-1443R-B8,0.5327820822,0.06204521161,0.04712930454,0.07488998895,0.04611269896,0.4035556033,0.1122907671,0.09251557747,8,17.74228517,0.04729419822,0.3578381553,9.559998512,-2.47,20344,467,5.148957948,0.816
B9,whole plant,faehrinsel,2015-08-27,19.05.2016,239,August,Summer,3,54.55705,13.13677,125,4.5,5,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,515YF-B806R-B9,1183F-1443R-B9,0.5327820822,0.06204521161,0.04712930454,0.07488998895,0.04611269896,0.4035556033,0.1122907671,0.09251557747,8,17.74228517,0.04729419822,0.3578381553,9.559998512,-2.47,27270,549,5.385661543,1.59
L1,whole plant,libben1,2015-08-28,10.05.2016,240,August,Summer,3.9,54.60116,13.15891,65,3,5,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,515YF-B806R-L1,1183F-1443R-L1,0.316677413,0,0.1690448088,7.99E-05,0.125177993,0.5318860992,0.2204788525,0.1014926466,6,17.6412435,0.05494452455,0.6654866661,9.704210281,-4.47,26307,402,4.997867928,1.15
L10,whole plant,libben2,2015-08-31,02.11.2015,243,August,Summer,5,54.59808,13.21117,46,2.5,4,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,515YF-B806R-L10,1183F-1443R-L10,0.7186035441,0.009755367372,0.3838950102,0,0.387197847,0.7087415878,0.1762490766,0.1973664416,6,17.63026136,0.02142209078,0.5689671152,9.358337402,-4.19,16628,363,4.976999853,0.636
L2,whole plant,libben1,2015-08-28,18.05.2016,240,August,Summer,3.9,54.60116,13.15891,67,3,5,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,515YF-B806R-L2,1183F-1443R-L2,0.316677413,0,0.1690448088,7.99E-05,0.125177993,0.5318860992,0.2204788525,0.1014926466,6,17.6412435,0.05494452455,0.6654866661,9.704210281,-4.47,45713,424,4.682938811,4.32
L3,whole plant,libben1,2015-08-28,19.05.2016,240,August,Summer,3.9,54.60116,13.15891,65,3,5,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,515YF-B806R-L3,1183F-1443R-L3,0.316677413,0,0.1690448088,7.99E-05,0.125177993,0.5318860992,0.2204788525,0.1014926466,6,17.6412435,0.05494452455,0.6654866661,9.704210281,-4.47,14041,308,4.985286452,2.6
L4,whole plant,libben1,2015-08-28,19.05.2016,240,August,Summer,3.9,54.60116,13.15891,62,3,5,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,515YF-B806R-L4,1183F-1443R-L4,0.316677413,0,0.1690448088,7.99E-05,0.125177993,0.5318860992,0.2204788525,0.1014926466,6,17.6412435,0.05494452455,0.6654866661,9.704210281,-4.47,14094,336,5.109263548,4.52
L5,whole plant,libben1,2015-08-28,19.05.2016,240,August,Summer,3.9,54.60116,13.15891,59,2.5,4,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,515YF-B806R-L5,1183F-1443R-L5,0.316677413,0,0.1690448088,7.99E-05,0.125177993,0.5318860992,0.2204788525,0.1014926466,6,17.6412435,0.05494452455,0.6654866661,9.704210281,-4.47,46202,523,5.341289025,1.49
L6,whole plant,libben2,2015-08-31,10.05.2016,243,August,Summer,5,54.59808,13.21117,65,4,4,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,515YF-B806R-L6,1183F-1443R-L6,0.7186035441,0.009755367372,0.3838950102,0,0.387197847,0.7087415878,0.1762490766,0.1973664416,6,17.63026136,0.02142209078,0.5689671152,9.358337402,-4.19,15268,345,4.68523676,0.956
L7,whole plant,libben2,2015-08-31,21.04.2016,243,August,Summer,5,54.59808,13.21117,69,3.5,5,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,515YF-B806R-L7,1183F-1443R-L7,0.7186035441,0.009755367372,0.3838950102,0,0.387197847,0.7087415878,0.1762490766,0.1973664416,6,17.63026136,0.02142209078,0.5689671152,9.358337402,-4.19,14129,355,5.063218125,2.55
L8,whole plant,libben2,2015-08-31,11.01.2016,243,August,Summer,5,54.59808,13.21117,73,4,4,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,515YF-B806R-L8,1183F-1443R-L8,0.7186035441,0.009755367372,0.3838950102,0,0.387197847,0.7087415878,0.1762490766,0.1973664416,6,17.63026136,0.02142209078,0.5689671152,9.358337402,-4.19,27105,460,5.196375744,3.59
L9,whole plant,libben2,2015-08-31,07.01.2016,243,August,Summer,5,54.59808,13.21117,59,3.5,4,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,515YF-B806R-L9,1183F-1443R-L9,0.7186035441,0.009755367372,0.3838950102,0,0.387197847,0.7087415878,0.1762490766,0.1973664416,6,17.63026136,0.02142209078,0.5689671152,9.358337402,-4.19,24645,455,5.235729795,1.23
Lx1,whole plant,libbenX,2015-08-31,27.04.2016,243,August,Summer,7.1,54.61305,13.17829,64,3,4,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,515YF-B806R-Lx1,1183F-1443R-Lx1,0.5057088643,0,0.170633115,0,0.2474687732,0.5170056208,0.2169000394,0.08169582462,6,17.53807043,0.04181826829,0.5479386313,9.383497238,-6.95,19371,284,4.664960536,1.72
Lx2,whole plant,libbenX,2015-08-31,02.05.2016,243,August,Summer,7.1,54.61305,13.17829,57,2.5,5,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,515YF-B806R-Lx2,1183F-1443R-Lx2,0.5057088643,0,0.170633115,0,0.2474687732,0.5170056208,0.2169000394,0.08169582462,6,17.53807043,0.04181826829,0.5479386313,9.383497238,-6.95,28341,331,4.813764401,1.81
Lx3,whole plant,libbenX,2015-08-31,10.05.2016,243,August,Summer,7.1,54.61305,13.17829,59,3,5,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,515YF-B806R-Lx3,1183F-1443R-Lx3,0.5057088643,0,0.170633115,0,0.2474687732,0.5170056208,0.2169000394,0.08169582462,6,17.53807043,0.04181826829,0.5479386313,9.383497238,-6.95,23951,338,4.85147087,0.988
Lx4,whole plant,libbenX,2015-08-31,19.05.2016,243,August,Summer,7.1,54.61305,13.17829,76,3.5,4,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,515YF-B806R-Lx4,1183F-1443R-Lx4,0.5057088643,0,0.170633115,0,0.2474687732,0.5170056208,0.2169000394,0.08169582462,6,17.53807043,0.04181826829,0.5479386313,9.383497238,-6.95,24518,293,4.641533818,2.26
Lx5,whole plant,libbenX,2015-08-31,19.05.2016,243,August,Summer,7.1,54.61305,13.17829,72,3,5,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,515YF-B806R-Lx5,1183F-1443R-Lx5,0.5057088643,0,0.170633115,0,0.2474687732,0.5170056208,0.2169000394,0.08169582462,6,17.53807043,0.04181826829,0.5479386313,9.383497238,-6.95,34677,335,4.796260481,1.73
S1,whole plant,shaprode1,2015-09-01,02.05.2016,244,September,Autumn,3.4,54.51641,13.13775,100,4.5,4,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,515YF-B806R-S1,1183F-1443R-S1,0.6703081707,0.1099246269,0.1534993398,0.1411393926,0.0291234546,0.3615159456,0.02062700829,0.08298706429,8,17.50491538,0.02144445629,0.2027967987,9.161977768,-3.62,10021,400,5.355026744,0.74
S10,whole plant,shaprode2,2015-09-01,18.05.2016,244,September,Autumn,1.9,54.51144,13.14459,30,3,5,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,515YF-B806R-S10,1183F-1443R-S10,0.6647673972,0.100001361,0.2492294073,0.1608866004,0.06907340317,0.4076176493,0.01373669101,0.08473346416,8,17.50491538,0.02626282741,0.2487185871,9.161977768,-1.6,24553,533,5.410412424,1.91
S3,whole plant,shaprode1,2015-09-01,11.01.2016,244,September,Autumn,3.4,54.51641,13.13775,100,4,4,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,515YF-B806R-S3,1183F-1443R-S3,0.6703081707,0.1099246269,0.1534993398,0.1411393926,0.0291234546,0.3615159456,0.02062700829,0.08298706429,8,17.50491538,0.02144445629,0.2027967987,9.161977768,-3.62,5931,312,5.093994395,0.424
S4,whole plant,shaprode1,2015-09-01,07.01.2016,244,September,Autumn,3.4,54.51641,13.13775,105,5,4,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,515YF-B806R-S4,1183F-1443R-S4,0.6703081707,0.1099246269,0.1534993398,0.1411393926,0.0291234546,0.3615159456,0.02062700829,0.08298706429,8,17.50491538,0.02144445629,0.2027967987,9.161977768,-3.62,13737,458,5.380720209,0.652
S5,whole plant,shaprode1,2015-09-01,02.11.2015,244,September,Autumn,3.4,54.51641,13.13775,105,5,4,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,515YF-B806R-S5,1183F-1443R-S5,0.6703081707,0.1099246269,0.1534993398,0.1411393926,0.0291234546,0.3615159456,0.02062700829,0.08298706429,8,17.50491538,0.02144445629,0.2027967987,9.161977768,-3.62,12989,463,5.490797584,1.32
S6,whole plant,shaprode2,2015-09-01,27.04.2016,244,September,Autumn,1.9,54.51144,13.14459,25,2.5,4,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,515YF-B806R-S6,1183F-1443R-S6,0.6647673972,0.100001361,0.2492294073,0.1608866004,0.06907340317,0.4076176493,0.01373669101,0.08473346416,8,17.50491538,0.02626282741,0.2487185871,9.161977768,-1.6,17014,401,4.996417234,0.488
S7,whole plant,shaprode2,2015-09-01,27.04.2016,244,September,Autumn,1.9,54.51144,13.14459,29,3,4,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,515YF-B806R-S7,1183F-1443R-S7,0.6647673972,0.100001361,0.2492294073,0.1608866004,0.06907340317,0.4076176493,0.01373669101,0.08473346416,8,17.50491538,0.02626282741,0.2487185871,9.161977768,-1.6,34843,570,5.368844708,0.684
S8,whole plant,shaprode2,2015-09-01,02.05.2016,244,September,Autumn,1.9,54.51144,13.14459,30,3,5,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,515YF-B806R-S8,1183F-1443R-S8,0.6647673972,0.100001361,0.2492294073,0.1608866004,0.06907340317,0.4076176493,0.01373669101,0.08473346416,8,17.50491538,0.02626282741,0.2487185871,9.161977768,-1.6,28898,590,5.543551706,1.06
S9,whole plant,shaprode2,2015-09-01,10.05.2016,244,September,Autumn,1.9,54.51144,13.14459,34,3,5,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,515YF-B806R-S9,1183F-1443R-S9,0.6647673972,0.100001361,0.2492294073,0.1608866004,0.06907340317,0.4076176493,0.01373669101,0.08473346416,8,17.50491538,0.02626282741,0.2487185871,9.161977768,-1.6,4776,240,4.778108248,1.71
H4-SGO-1,old_leaf,Libben,2020-07-14,30.11.2020,196,July,Summer,3.1,54.60076,13.15375,45,4,6,Salinity_Gradient,SG,whole_leaf,Western Pomerania Lagoon National Park,Germany,515F-806R-EMP2016-P03-A06-H4-SGO-1,1183F-1443R-P10-A06-H4-SGO-1,0.269957288,1.59E-04,0.1516907434,0.002518105471,0.1058650661,0.5324620556,0.2223459853,0.09149148359,6,17.64567059,0.08236506475,0.6804461776,15.91043377,-3.42,27859,204,3.658968637,4.25
KH-SGO-1,old_leaf,Heidkate,2020-06-24,30.11.2020,176,June,Summer,1.75,54.43638,10.32349,37,4,7,Salinity_Gradient,SG,whole_leaf,KielFjord,Germany,515F-806R-EMP2016-P03-A08-KH-SGO-1,1183F-1443R-P11-A08-KH-SGO-1,0.3283797145,0.002310694212,0.004850210791,0.004901868333,1,1,0.9656803393,0.2075794866,5,16.25399353,0.01514752857,0.2619116025,17.08588219,-1.73,10870,267,4.804606085,8.65
SR1-SGO-3,old_leaf,Having,2020-07-17,16.12.2020,199,July,Summer,2.4,54.34864,13.67622,102,3,5,Salinity_Gradient,SG,whole_leaf,Greifswald Bay,Germany,515F-806R-EMP2016-P03-A10-SR1-SGO-3,1183F-1443R-P12-A10-SR1-SGO-3,0.204096383,0.1365390832,0.1071846707,0.6247895057,0.08840759645,0.1851334911,0.02411031614,0.4984986445,8,18.04655599,0.02027305004,0.2446382471,8.38737011,-2.72,25148,318,4.474380871,5.24
V1-SGY-3,young_leaf,Vilm1,2020-07-13,16.12.2020,195,July,Summer,1.65,54.31494,13.51433,41,NA,NA,Salinity_Gradient,SG,whole_leaf,Mecklenburg Bay,Germany,515F-806R-EMP2016-P03-A11-V1-SGY-3,1183F-1443R-P12-A11-V1-SGY-3,0.1072411627,0.9499739093,0.8452534982,0.9291821373,0,0,0.1547641,0.5900973459,6,19.37436846,0.01223278855,0.1917072702,7.14384079,-2.2,34813,144,3.539110699,1.96
B4-SGO-3,old_leaf,Lubmin,2020-09-18,15.12.2020,262,September,Autumn,2.15,54.6,13.60262,110,3,4,Salinity_Gradient,SG,whole_leaf,Western Pomerania Lagoon National Park,Germany,515F-806R-EMP2016-P03-B05-B4-SGO-3,1183F-1443R-P10-B05-B4-SGO-3,8.69E-04,0,0,0,0.6448368539,0.3820473042,0.7952886331,0.1845391159,4,17.20557685,0.001561914437,0.03547615177,15.34878635,-23.27,32663,442,4.758994582,6732
