Sample_ID,ASV1,ASV2,ASV3,ASV4,ASV5,ASV6,ASV7,ASV8,ASV9,ASV10,ASV11,ASV12,ASV13,ASV14,ASV15,ASV16,ASV17,ASV18,ASV19,ASV21,ASV22,ASV23,ASV24,ASV26,ASV27,ASV28,ASV30,ASV31,ASV32,ASV33,ASV34,ASV37,ASV38,ASV40,ASV41,ASV42,ASV43,ASV44,ASV46,ASV47,ASV48,ASV49,ASV51,ASV52,ASV53,ASV54,ASV55,ASV56,ASV57,ASV58,ASV59,ASV60,ASV61,ASV62,ASV63,ASV64,ASV66,ASV67,ASV68,ASV69,ASV70,ASV72,ASV73,ASV74,ASV75,ASV76,ASV77,ASV78,ASV79,ASV80,ASV81,ASV82,ASV83,ASV84,ASV85,ASV87,ASV88,ASV89,ASV90,ASV92,ASV93,ASV94,ASV97,ASV98,ASV100,ASV101,ASV102,ASV103,ASV105,ASV106,ASV108,ASV111,ASV112,ASV113,ASV114,ASV115,ASV116,ASV119,ASV120,ASV121,ASV123,ASV124,ASV125,ASV126,ASV131,ASV132,ASV134,ASV135,ASV136,ASV138,ASV139,ASV140,ASV141,ASV142,ASV143,ASV144,ASV147,ASV148,ASV149,ASV150,ASV152,ASV155,ASV157,ASV162,ASV163,ASV164,ASV165,ASV167,ASV170,ASV171,ASV173,ASV174,ASV176,ASV177,ASV178,ASV179,ASV181,ASV182,ASV183,ASV184,ASV186,ASV188,ASV192,ASV193,ASV195,ASV196,ASV197,ASV200,ASV201,ASV202,ASV203,ASV204,ASV209,ASV210,ASV211,ASV212,ASV215,ASV216,ASV218,ASV219,ASV220,ASV225,ASV226,ASV227,ASV229,ASV230,ASV231,ASV232,ASV237,ASV238,ASV240,ASV241,ASV244,ASV245,ASV248,ASV249,ASV251,ASV254,ASV255,ASV257,ASV258,ASV259,ASV260,ASV261,ASV262,ASV263,ASV266,ASV275,ASV276,ASV278,ASV285,ASV286,ASV289,ASV290,ASV291,ASV293,ASV294,ASV299,ASV300,ASV301,ASV302,ASV304,ASV308,ASV309,ASV310,ASV311,ASV312,ASV314,ASV315,ASV318,ASV319,ASV320,ASV321,ASV322,ASV323,ASV324,ASV325,ASV326,ASV328,ASV329,ASV330,ASV331,ASV332,ASV333,ASV337,ASV342,ASV343,ASV344,ASV345,ASV346,ASV347,ASV348,ASV349,ASV350,ASV351,ASV352,ASV353,ASV354,ASV355,ASV356,ASV357,ASV358,ASV359,ASV360,ASV361,ASV362,ASV363,ASV364,ASV365,ASV366,ASV367,ASV368,ASV369,ASV370,ASV371,ASV372,ASV373,ASV374,ASV375,ASV376,ASV377,ASV378,ASV379,ASV380,ASV381,ASV382,ASV383,ASV384,ASV385,ASV386,ASV387,ASV388,ASV389,ASV390,ASV391,ASV392,ASV393,ASV394,ASV395,ASV396,ASV397,ASV398,ASV399,ASV400,ASV401,ASV402,ASV403,ASV404,ASV405,ASV406,ASV407,ASV408,ASV409,ASV410,ASV411,ASV412,ASV413,ASV414,ASV415,ASV416,ASV417,ASV418,ASV419,ASV420,ASV421,ASV422,ASV423,ASV424,ASV425,ASV426,ASV427,ASV428,ASV429,ASV430,ASV431,ASV432,ASV433,ASV434,ASV435,ASV436,ASV437,ASV438,ASV439,ASV440,ASV441,ASV442,ASV443,ASV444,ASV445,ASV446,ASV447,ASV448,ASV449,ASV450,ASV451,ASV452,ASV453,ASV454,ASV455,ASV456,ASV457,ASV458,ASV459,ASV460,ASV461,ASV462,ASV463,ASV464,ASV465,ASV466,ASV467,ASV468,ASV469,ASV470,ASV471,ASV472,ASV473,ASV474,ASV475,ASV476,ASV477,ASV478,ASV479,ASV480,ASV481,ASV482,ASV483,ASV484,ASV485,ASV486,ASV487,ASV488,ASV489,ASV490,ASV491,ASV492,ASV493,ASV494,ASV495,ASV496,ASV497,ASV498,ASV499,ASV500,ASV501,ASV502,ASV503,ASV504,ASV505,ASV506,ASV507,ASV508,ASV509,ASV510,ASV511,ASV512,ASV513,ASV514,ASV515,ASV516,ASV517,ASV518,ASV519,ASV520,ASV521,ASV522,ASV523,ASV524,ASV525,ASV526,ASV527,ASV528,ASV529,ASV530,ASV531,ASV532,ASV533,ASV534,ASV535,ASV536,ASV537,ASV538,ASV539,ASV540,ASV541,ASV542,ASV543,ASV544,ASV545,ASV546,ASV547,ASV548,ASV549,ASV550,ASV551,ASV552,ASV553,ASV554,ASV555,ASV556,ASV557,ASV558,ASV559,ASV560,ASV561,ASV562,ASV563,ASV564,ASV565,ASV566,ASV567,ASV568,ASV569,ASV570,ASV571,ASV572,ASV573,ASV574,ASV575,ASV576,ASV577,ASV578,ASV579,ASV580,ASV581,ASV582,ASV583,ASV584,ASV585,ASV586,ASV587,ASV588,ASV589,ASV590,ASV591,ASV592,ASV593,ASV594,ASV595,ASV596,ASV597,ASV598,ASV599,ASV600,ASV601,ASV602,ASV603,ASV604,ASV605,ASV606,ASV607,ASV608,ASV609,ASV610,ASV611,ASV612,ASV613,ASV614,ASV615,ASV616,ASV617,ASV618,ASV619,ASV620,ASV621,ASV622,ASV623,ASV624,ASV625,ASV626,ASV627,ASV628,ASV629,ASV630,ASV631,ASV632,ASV633,ASV634,ASV635,ASV636,ASV637,ASV638,ASV639,ASV640,ASV641,ASV642,ASV643,ASV644,ASV645,ASV646,ASV647,ASV648,ASV649,ASV650,ASV651,ASV652,ASV653,ASV654,ASV655,ASV656,ASV657,ASV658,ASV659,ASV660,ASV661,ASV662,ASV663,ASV664,ASV665,ASV666,ASV667,ASV668,ASV669,ASV670,ASV671,ASV672,ASV673,ASV674,ASV675,ASV676,ASV677,ASV678,ASV679,ASV680,ASV681,ASV682,ASV683,ASV684,ASV685,ASV686,ASV687,ASV688,ASV689,ASV691,ASV692,ASV693,ASV694,ASV695,ASV696,ASV697,ASV698,ASV699,ASV700,ASV701,ASV702,ASV703,ASV704,ASV705,ASV706,ASV707,ASV708,ASV709,ASV710,ASV711,ASV712,ASV713,ASV714,ASV715,ASV716,ASV717,ASV718,ASV719,ASV720,ASV721,ASV722,ASV723,ASV724,ASV725,ASV726,ASV727,ASV728,ASV729,ASV730,ASV731,ASV732,ASV733,ASV734,ASV735,ASV737,ASV738,ASV739,ASV740,ASV741,ASV742,ASV743,ASV744,ASV745,ASV746,ASV747,ASV748,ASV749,ASV750,ASV751,ASV752,ASV753,ASV754,ASV755,ASV756,ASV757,ASV758,ASV759,ASV760,ASV761,ASV762,ASV763,ASV764,ASV765,ASV766,ASV767,ASV768,ASV769,ASV770,ASV771,ASV772,ASV773,ASV774,ASV775,ASV776,ASV777,ASV778,ASV779,ASV780,ASV781,ASV782,ASV783,ASV784,ASV785,ASV786,ASV787,ASV788,ASV789,ASV790,ASV791,ASV792,ASV793,ASV794,ASV795,ASV796,ASV797,ASV798,ASV799,ASV800,ASV801,ASV802,ASV803,ASV804,ASV805,ASV806,ASV807,ASV808,ASV809,ASV810,ASV811,ASV812,ASV813,ASV814,ASV815,ASV816,ASV817,ASV818,ASV819,ASV820,ASV821,ASV822,ASV823,ASV824,ASV825,ASV826,ASV827,ASV828,ASV829,ASV830,ASV831,ASV832,ASV833,ASV834,ASV835,ASV836,ASV837,ASV838,ASV839,ASV840,ASV841,ASV842,ASV843,ASV844,ASV845,ASV846,ASV847,ASV848,ASV849,ASV850,ASV851,ASV853,ASV854,ASV855,ASV856,ASV857,ASV858,ASV859,ASV860,ASV861,ASV862,ASV863,ASV864,ASV865,ASV866,ASV867,ASV868,ASV869,ASV870,ASV871,ASV872,ASV873,ASV874,ASV875,ASV876,ASV877,ASV878,ASV879,ASV880,ASV881,ASV882,ASV883,ASV884,ASV885,ASV886,ASV887,ASV888,ASV889,ASV890,ASV891,ASV892,ASV893,ASV894,ASV895,ASV896,ASV897,ASV898,ASV899,ASV900,ASV901,ASV902,ASV903,ASV904,ASV905,ASV906,ASV907,ASV908,ASV909,ASV910,ASV911,ASV912,ASV913,ASV914,ASV915,ASV916,ASV917,ASV918,ASV919,ASV920,ASV921,ASV923,ASV924,ASV925,ASV926,ASV927,ASV928,ASV929,ASV930,ASV931,ASV932,ASV933,ASV934,ASV935,ASV936,ASV937,ASV938,ASV939,ASV940,ASV941,ASV942,ASV943,ASV944,ASV945,ASV946,ASV947,ASV948,ASV949,ASV950,ASV951,ASV952,ASV953,ASV954,ASV955,ASV957,ASV958,ASV959,ASV960,ASV961,ASV962,ASV963,ASV964,ASV965,ASV967,ASV968,ASV971,ASV972
B1,0,0,856,42,0,49,139,0,0,0,302,38,0,0,12,0,0,0,0,0,0,0,6,64,0,0,0,0,0,0,54,0,0,0,0,50,0,0,0,24,0,38,0,4,0,0,0,0,0,0,0,66,0,0,0,4,0,0,0,11,0,46,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B10,0,9,0,0,0,7,0,0,0,0,0,0,195,93,124,0,0,0,44,0,7,0,0,0,11,0,0,38,22,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,23,0,0,0,0,0,5,0,5,0,0,0,0,17,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2,0,0,648,20,0,55,221,0,0,0,106,0,0,0,11,0,0,0,16,0,0,0,0,0,0,7,0,0,19,0,0,0,0,0,61,14,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B3,0,0,664,128,0,0,56,0,0,0,218,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,14,0,26,0,0,0,0,18,0,0,0,0,0,0,11,9,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,17,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B4,0,0,344,12,0,0,66,0,0,0,0,0,23,0,0,0,0,0,6,0,18,0,0,22,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,15,5,14,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
